demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,262780038.78089604,2637.003530129111,657665.7207854768,99651,6.59969012639589,3035.0325421406774
black,500573027.2410077,2650.989155254906,1292487.5357287433,188825,6.844896257003804,3093.7068888457825
hispanic,375936832.5612123,2563.3396693091613,941960.9174617564,146659,6.422796537967369,2991.3345876440444
native,14315013.32428843,2619.877987607692,35945.12439544309,5464,6.578536675593538,3029.869081821363
population,1914795016.5082738,2698.8558114182615,5089194.436417151,709484,7.173092608736985,3169.0326680996172
white,760667573.8916186,2819.511592076781,2151374.2801258806,269787,7.974343760543987,3339.34704433526
