demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,32541186.668727912,5464,5955.561249767187,68900.85448713135,5464,12.609966048157276,7100.311941356522
black,1633283651.979227,269787,6053.974624348938,3838592.810464703,269787,14.228234905554022,7438.564986496398
hispanic,869854881.0534668,146659,5931.138771254862,1837058.6334833622,146659,12.52605454478322,7081.607537526979
native,1053881448.5028992,188825,5581.260153596712,2136469.9440447204,188825,11.314550213397169,6796.63747706275
population,4158381219.331868,709484,5861.134598288148,9088835.92746614,709484,12.810487519755398,7144.510069270916
white,3756182184.5765147,642036,5850.423005215463,8216650.54782076,642036,12.797803468685183,7141.734866631255
