demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,37149074.889112666,5464,6798.879006060151,94375.53571397401,5464,17.27224299304063,7981.694326629961
black,1812860054.9533422,269787,6719.597515645091,5101963.184174171,269787,18.911078681234347,8235.640396256567
hispanic,991459425.2543627,146659,6760.304006261891,2474201.6419636193,146659,16.87043851358334,7915.753486478895
native,1248863388.4147272,188825,6613.866746536355,3432738.9068887546,188825,18.179472563954743,8125.1084920617395
population,4838317875.269828,709484,6819.488353887935,13501866.067125507,709484,19.03054341905597,8253.282182428848
white,4383046506.3650675,642036,6826.792432768672,12304227.042812595,642036,19.164388044926756,8272.916429838246
