,id_orig,id_dest,distance_m,location,address,dest_lat,dest_lon,orig_lat,orig_lon,dest_type,population,hispanic,non-hispanic,white,black,native,asian,pacific_islander,other,multiple_races,Weighted_dist,KP_factor,new_location,matching
61210,131350501051000,131350501151-bg_centroid,4329.284614157891,Gwinett_GA,,34.0991703,-83.992868,34.135637,-83.9763925,,2,0,2,2,0,0,0,2,0,0,8658.569228315782,4.689646055996563,1,1.0
61801,131350501051001,131350501151-bg_centroid,4452.0836169617805,Gwinett_GA,,34.0991703,-83.992868,34.1375564,-83.9791176,,11,1,10,11,9,1,1,0,0,0,48972.91978657959,4.899782193884908,1,1.0
62392,131350501051002,131350501151-bg_centroid,4020.4669743070313,Gwinett_GA,,34.0991703,-83.992868,34.1351465,-83.9885074,,10,1,9,10,5,3,2,0,0,0,40204.66974307031,4.200162866077486,1,1.0
62983,131350501051006,131350501151-bg_centroid,3702.12965904536,Gwinett_GA,,34.0991703,-83.992868,34.1324488,-83.9940952,,54,8,46,54,10,37,0,1,0,6,199915.00158844944,3.7490084912772628,1,1.0
63574,131350501051007,131350501151-bg_centroid,3605.127710517076,Gwinett_GA,,34.0991703,-83.992868,34.1315751,-83.9916057,,27,7,20,18,7,10,1,0,0,0,97338.44818396105,3.6214197031845696,1,1.0
64165,131350501051009,131350501151-bg_centroid,3079.1242734610105,Gwinett_GA,,34.0991703,-83.992868,34.1265555,-83.9879096,,1,0,1,1,1,0,0,0,0,0,3079.1242734610105,3.001484202848427,1,1.0
64756,131350501051010,131350501151-bg_centroid,2922.2107361509024,Gwinett_GA,,34.0991703,-83.992868,34.1254502,-83.9927658,,71,2,69,69,15,53,0,0,0,1,207476.96226671408,2.8379896334069366,1,1.0
65347,131350501051011,131350501151-bg_centroid,2868.069553950067,Gwinett_GA,,34.0991703,-83.992868,34.1249223,-83.9946267,,24,8,16,17,4,11,0,0,0,2,68833.66929480161,2.783669423167622,1,1.0
65938,131350501051012,131350501151-bg_centroid,2764.4044061430945,Gwinett_GA,,34.0991703,-83.992868,34.1240137,-83.9939929,,18,0,18,17,0,17,0,0,0,0,49759.2793105757,2.6825457893292386,1,1.0
66529,131350501051013,131350501151-bg_centroid,2604.6178629662354,Gwinett_GA,,34.0991703,-83.992868,34.1225939,-83.993001,,39,0,39,37,0,37,0,0,0,0,101580.09665568318,2.5338243401699803,1,1.0
67120,131350501051014,131350501151-bg_centroid,3483.2416840195924,Gwinett_GA,,34.0991703,-83.992868,34.130357,-83.9964259,,45,0,45,44,3,41,0,0,0,0,156745.87578088164,3.467238240485445,1,1.0
67711,131350501051015,131350501151-bg_centroid,3660.945119480308,Gwinett_GA,,34.0991703,-83.992868,34.1318404,-83.9977936,,1,0,1,0,0,0,0,0,0,0,3660.945119480308,3.694297449422328,1,1.0
68302,131350501051016,131350501151-bg_centroid,3459.956631028331,Gwinett_GA,,34.0991703,-83.992868,34.129924,-83.9985873,,9,2,7,9,4,2,1,1,0,1,31139.609679254976,3.4385390254257575,1,1.0
68893,131350501051018,131350501151-bg_centroid,2930.4957241348857,Gwinett_GA,,34.0991703,-83.992868,34.1246613,-84.0009496,,11,0,11,11,3,7,0,1,0,0,32235.452965483742,2.846395021030634,1,1.0
69484,131350501051019,131350501151-bg_centroid,2851.89628743475,Gwinett_GA,,34.0991703,-83.992868,34.1244764,-83.9979069,,27,1,26,26,17,9,0,0,0,0,77001.19976073825,2.7676452693256883,1,1.0
70075,131350501051020,131350501151-bg_centroid,3089.0724074643,Gwinett_GA,,34.0991703,-83.992868,34.1268332,-83.9959542,,49,4,45,47,4,38,0,3,0,2,151364.54796575068,3.0121615098570755,1,1.0
70666,131350501051021,131350501151-bg_centroid,2604.4904842325864,Gwinett_GA,,34.0991703,-83.992868,34.1217916,-84.0002048,,7,0,7,7,7,0,0,0,0,0,18231.433389628106,2.5337091338578768,1,1.0
71257,131350501051022,131350501151-bg_centroid,2740.215313920862,Gwinett_GA,,34.0991703,-83.992868,34.1228934,-84.0009257,,10,5,5,7,5,1,0,0,0,1,27402.15313920862,2.659483317995163,1,1.0
71848,131350501051024,131350501151-bg_centroid,2305.46679811628,Gwinett_GA,,34.0991703,-83.992868,34.1198956,-83.9935736,,172,62,110,156,89,32,0,8,0,27,396540.28927600017,2.2771996741488394,1,1.0
72439,131350501051025,131350501151-bg_centroid,2367.538087421204,Gwinett_GA,,34.0991703,-83.992868,34.120234,-83.9966217,,3,1,2,2,0,2,0,0,0,0,7102.6142622636125,2.328217826753236,1,1.0
73030,131350501051026,131350501151-bg_centroid,2196.067559666448,Gwinett_GA,,34.0991703,-83.992868,34.1187078,-83.9963551,,17,2,15,17,10,3,0,2,0,2,37333.148514329616,2.18998772218374,1,1.0
73621,131350501051027,131350501151-bg_centroid,2338.536420735378,Gwinett_GA,,34.0991703,-83.992868,34.1198826,-83.9972728,,10,0,10,10,9,1,0,0,0,0,23385.36420735378,2.3042398101655137,1,1.0
74212,131350501051028,131350501151-bg_centroid,2410.651330900266,Gwinett_GA,,34.0991703,-83.992868,34.1208496,-83.9929742,,12,2,10,10,0,10,0,0,0,0,28927.815970803196,2.3643249666671924,1,1.0
74803,131350501051029,131350501151-bg_centroid,2494.333722519574,Gwinett_GA,,34.0991703,-83.992868,34.1215883,-83.9938268,,7,0,7,7,0,7,0,0,0,0,17460.336057637018,2.4360146193114005,1,1.0
75394,131350501051030,131350501151-bg_centroid,2668.7540219649804,Gwinett_GA,,34.0991703,-83.992868,34.1231261,-83.9946393,,21,9,12,15,0,12,0,0,0,3,56043.83446126459,2.592502022612011,1,1.0
75985,131350501051031,131350501151-bg_centroid,2446.071398280736,Gwinett_GA,,34.0991703,-83.992868,34.1211548,-83.9919367,,22,5,17,18,1,17,0,0,0,0,53813.57076217619,2.3944077232310237,1,1.0
76576,131350501051032,131350501151-bg_centroid,1965.201506007408,Gwinett_GA,,34.0991703,-83.992868,34.1167698,-83.9948187,,72,35,37,61,33,4,3,1,0,20,141494.50843253336,2.0167499662690362,1,1.0
77167,131350501051033,131350501151-bg_centroid,2166.0250698418536,Gwinett_GA,,34.0991703,-83.992868,34.1182799,-83.9974311,,24,5,19,22,17,2,0,0,0,3,51984.60167620449,2.1666282106164023,1,1.0
77758,131350501051034,131350501151-bg_centroid,2374.679295234841,Gwinett_GA,,34.0991703,-83.992868,34.1199092,-83.9990236,,25,9,16,20,13,4,0,2,0,1,59366.98238087103,2.3341602234867795,1,1.0
78349,131350501051035,131350501151-bg_centroid,2490.37843440823,Gwinett_GA,,34.0991703,-83.992868,34.1208899,-83.999468,,23,4,19,21,11,5,0,2,0,3,57278.703991389295,2.432577740754498,1,1.0
78940,131350501052000,131350501151-bg_centroid,5019.743010649725,Gwinett_GA,,34.0991703,-83.992868,34.1276424,-83.9505545,,10,9,1,9,6,1,0,0,0,2,50197.43010649725,6.000358765439969,1,1.0
79531,131350501052001,131350501151-bg_centroid,4857.272275764234,Gwinett_GA,,34.0991703,-83.992868,34.1276383,-83.9528501,,100,9,91,91,28,22,0,41,0,0,485727.22757642344,5.662268579416276,1,1.0
80122,131350501052002,131350501151-bg_centroid,4825.26602215996,Gwinett_GA,,34.0991703,-83.992868,34.1290517,-83.9548604,,17,3,14,13,8,2,0,3,0,0,82029.52237671932,5.597946581025648,1,1.0
80713,131350501052003,131350501151-bg_centroid,4683.020009250137,Gwinett_GA,,34.0991703,-83.992868,34.1273885,-83.9551064,,17,5,12,16,8,2,3,2,0,1,79611.34015725233,5.320804485379247,1,1.0
81304,131350501052004,131350501151-bg_centroid,4642.659704188721,Gwinett_GA,,34.0991703,-83.992868,34.1286697,-83.9571795,,70,9,61,62,29,12,0,18,0,3,324986.17929321044,5.24469832361144,1,1.0
81895,131350501052005,131350501151-bg_centroid,4354.472960169542,Gwinett_GA,,34.0991703,-83.992868,34.1275539,-83.9602805,,189,27,162,176,56,53,0,56,0,11,822995.3894720434,4.732001212155716,1,1.0
82486,131350501052011,131350501151-bg_centroid,3064.9523913184594,Gwinett_GA,,34.0991703,-83.992868,34.1234917,-83.9772024,,294,171,123,249,120,35,2,2,1,89,901096.003047627,2.9863388886291724,1,1.0
83077,131350501052012,131350501151-bg_centroid,2963.366034428631,Gwinett_GA,,34.0991703,-83.992868,34.1215465,-83.9753848,,150,109,41,127,54,11,6,0,0,56,444504.90516429464,2.8799890440529947,1,1.0
83668,131350501052013,131350501151-bg_centroid,3052.3717926888426,Gwinett_GA,,34.0991703,-83.992868,34.1229257,-83.976254,,83,30,53,73,40,17,2,1,0,13,253346.85879317395,2.972958203976547,1,1.0
84259,131350501052014,131350501151-bg_centroid,2937.90017470611,Gwinett_GA,,34.0991703,-83.992868,34.1221581,-83.9771371,,57,36,21,47,6,14,2,1,0,24,167460.30995824828,2.8539281392708733,1,1.0
84850,131350501052016,131350501151-bg_centroid,3786.2518259748767,Gwinett_GA,,34.0991703,-83.992868,34.1307844,-83.9775903,,6,2,4,1,0,0,0,0,0,1,22717.510955849262,3.8632901031820808,1,1.0
85441,131350501052019,131350501151-bg_centroid,2041.414231520518,Gwinett_GA,,34.0991703,-83.992868,34.1150601,-83.9817619,,7,6,1,2,0,0,1,1,0,0,14289.899620643626,2.0723676675987246,1,1.0
86032,131350501052022,131350501151-bg_centroid,2811.0350055124645,Gwinett_GA,,34.0991703,-83.992868,34.1202261,-83.9759702,,38,17,21,38,16,12,4,0,0,6,106819.33020947366,2.727570433295936,1,1.0
86623,131350501052024,131350501151-bg_centroid,2877.3275402193062,Gwinett_GA,,34.0991703,-83.992868,34.1157936,-83.9689176,,284,22,262,273,101,90,0,68,0,14,817161.021422283,2.792883773240541,1,1.0
87214,131350501052025,131350501151-bg_centroid,2799.593141801408,Gwinett_GA,,34.0991703,-83.992868,34.1141299,-83.96841,,2,1,1,1,0,1,0,0,0,0,5599.186283602816,2.7164531445492717,1,1.0
87805,131350501052026,131350501151-bg_centroid,3632.394635038114,Gwinett_GA,,34.0991703,-83.992868,34.122631,-83.965413,,21,2,19,17,17,0,0,0,0,0,76280.28733580039,3.6568392460730235,1,1.0
88396,131350501052027,131350501151-bg_centroid,3390.065901518394,Gwinett_GA,,34.0991703,-83.992868,34.1192691,-83.9651805,,15,3,12,13,9,2,0,0,0,2,50850.988522775915,3.3538162519061117,1,1.0
88987,131350501052029,131350501151-bg_centroid,2168.379975768242,Gwinett_GA,,34.0991703,-83.992868,34.110036,-83.9733116,,268,32,236,256,191,27,4,17,0,17,581125.8335058888,2.168450230947849,1,1.0
89578,131350501052030,131350501151-bg_centroid,2600.4844141362896,Gwinett_GA,,34.0991703,-83.992868,34.112885,-83.9699898,,1,0,1,0,0,0,0,0,0,0,2600.4844141362896,2.5300885589424214,1,1.0
90169,131350501052031,131350501151-bg_centroid,1710.4323111248957,Gwinett_GA,,34.0991703,-83.992868,34.1085165,-83.9781132,,25,12,13,19,10,0,1,0,0,8,42760.80777812239,1.841437115360141,1,1.0
90760,131350501052032,131350501151-bg_centroid,1919.80194929056,Gwinett_GA,,34.0991703,-83.992868,34.105554,-83.9734949,,10,2,8,6,1,2,0,0,0,3,19198.0194929056,1.9843307773507994,1,1.0
91351,131350501052033,131350501151-bg_centroid,1842.5670925445631,Gwinett_GA,,34.0991703,-83.992868,34.108119,-83.9760249,,14,4,10,10,6,0,0,0,0,4,25795.939295623884,1.9303713561111018,1,1.0
91942,131350501052036,131350501151-bg_centroid,1167.338620631642,Gwinett_GA,,34.0991703,-83.992868,34.1083073,-83.9866246,,25,1,24,25,21,0,0,4,0,0,29183.46551579105,1.5169270870988343,1,1.0
92533,131350501053003,131350501151-bg_centroid,2544.321791415042,Gwinett_GA,,34.0991703,-83.992868,34.1208818,-84.0015924,,28,2,26,23,5,15,1,2,0,0,71241.01015962118,2.4798716663643408,1,1.0
93124,131350501053004,131350501151-bg_centroid,2451.299018327128,Gwinett_GA,,34.0991703,-83.992868,34.1198703,-84.0020259,,70,8,62,64,56,3,0,0,0,5,171590.93128289896,2.398879911736287,1,1.0
93715,131350501053006,131350501151-bg_centroid,2562.796753068478,Gwinett_GA,,34.0991703,-83.992868,34.1199647,-84.0048726,,4,2,2,2,2,0,0,0,0,0,10251.187012273913,2.4962797658784797,1,1.0
94306,131350501053008,131350501151-bg_centroid,2597.1547091530056,Gwinett_GA,,34.0991703,-83.992868,34.1197939,-84.0061098,,1,0,1,1,0,1,0,0,0,0,2597.1547091530056,2.5270832015114655,1,1.0
94897,131350501053010,131350501151-bg_centroid,2537.308780889352,Gwinett_GA,,34.0991703,-83.992868,34.1182751,-84.0079381,,9,4,5,8,6,2,0,0,0,0,22835.779028004166,2.4736715057809264,1,1.0
95488,131350501053013,131350501151-bg_centroid,2421.293749084128,Gwinett_GA,,34.0991703,-83.992868,34.11523,-84.0106282,,13,6,7,13,8,0,2,0,0,3,31476.818738093665,2.3733237827991878,1,1.0
96079,131350501053014,131350501151-bg_centroid,2507.022581276496,Gwinett_GA,,34.0991703,-83.992868,34.1165219,-84.0102551,,8,0,8,8,8,0,0,0,0,0,20056.18065021197,2.447073191985443,1,1.0
96670,131350501053015,131350501151-bg_centroid,2523.282747924984,Gwinett_GA,,34.0991703,-83.992868,34.1175086,-84.009011,,6,2,4,5,4,0,0,0,0,1,15139.696487549903,2.4613176402058725,1,1.0
97261,131350501053016,131350501151-bg_centroid,2413.236301303496,Gwinett_GA,,34.0991703,-83.992868,34.1166879,-84.0083415,,31,3,28,27,20,5,2,0,0,0,74810.32534040838,2.3665075751620637,1,1.0
97852,131350501053017,131350501151-bg_centroid,2419.761046143868,Gwinett_GA,,34.0991703,-83.992868,34.117409,-84.0072047,,17,1,16,17,13,3,0,0,0,1,41135.937784445756,2.372025680551144,1,1.0
98443,131350501053018,131350501151-bg_centroid,2435.392616506993,Gwinett_GA,,34.0991703,-83.992868,34.1181662,-84.006035,,6,0,6,6,3,3,0,0,0,0,14612.355699041957,2.3852980024400603,1,1.0
99034,131350501053019,131350501151-bg_centroid,2449.3001347111776,Gwinett_GA,,34.0991703,-83.992868,34.1187005,-84.0051708,,3,1,2,3,2,0,0,0,0,1,7347.900404133533,2.3971688967811198,1,1.0
99625,131350501053020,131350501151-bg_centroid,2465.978329016093,Gwinett_GA,,34.0991703,-83.992868,34.1192474,-84.0042449,,18,1,17,15,14,1,0,0,0,0,44387.609922289674,2.4114826582707334,1,1.0
100216,131350501053021,131350501151-bg_centroid,2366.484647720812,Gwinett_GA,,34.0991703,-83.992868,34.1185183,-84.003575,,10,0,10,9,9,0,0,0,0,0,23664.84647720812,2.32734251178039,1,1.0
100807,131350501053023,131350501151-bg_centroid,2190.0946597220013,Gwinett_GA,,34.0991703,-83.992868,34.1067886,-84.0148031,,56,21,35,47,38,0,0,0,0,9,122645.30094443208,2.185323526639147,1,1.0
101398,131350501053024,131350501151-bg_centroid,2291.726761245472,Gwinett_GA,,34.0991703,-83.992868,34.1142753,-84.0098026,,17,1,16,16,11,4,0,0,0,1,38959.35494117303,2.2660583412617714,1,1.0
101989,131350501053026,131350501151-bg_centroid,1654.8968652435124,Gwinett_GA,,34.0991703,-83.992868,34.1083399,-84.0070252,,28,17,11,15,7,2,0,0,0,6,46337.112226818346,1.805292605555198,1,1.0
102580,131350501053027,131350501151-bg_centroid,1858.3418456772456,Gwinett_GA,,34.0991703,-83.992868,34.1123505,-84.0052781,,15,5,10,15,8,2,0,0,0,5,27875.127685158684,1.941271681297431,1,1.0
103171,131350501053028,131350501151-bg_centroid,1975.3075877622573,Gwinett_GA,,34.0991703,-83.992868,34.1135584,-84.0054513,,24,0,24,23,18,5,0,0,0,0,47407.38210629417,2.0240383487807345,1,1.0
103762,131350501053029,131350501151-bg_centroid,1766.4889426370328,Gwinett_GA,,34.0991703,-83.992868,34.1115359,-84.0049131,,11,1,10,7,6,0,0,0,0,1,19431.37836900736,1.8786547608160962,1,1.0
104353,131350501053030,131350501151-bg_centroid,2282.6553901244392,Gwinett_GA,,34.0991703,-83.992868,34.1150178,-84.0086276,,7,3,4,7,4,0,0,0,0,3,15978.587730871075,2.2587325626225407,1,1.0
104944,131350501053031,131350501151-bg_centroid,2413.03137042356,Gwinett_GA,,34.0991703,-83.992868,34.1159634,-84.0094683,,17,3,14,17,11,4,2,0,0,0,41021.53329720052,2.3663344691559294,1,1.0
105535,131350501053032,131350501151-bg_centroid,2280.5467638065747,Gwinett_GA,,34.0991703,-83.992868,34.1157312,-84.0074799,,30,4,26,29,27,0,0,0,0,2,68416.40291419724,2.257033091772557,1,1.0
106126,131350501053033,131350501151-bg_centroid,2286.00220864709,Gwinett_GA,,34.0991703,-83.992868,34.1164308,-84.0063563,,26,11,15,26,12,1,0,2,0,11,59436.057424824336,2.2614325960265784,1,1.0
106717,131350501053034,131350501151-bg_centroid,2226.298967144477,Gwinett_GA,,34.0991703,-83.992868,34.1167732,-84.0043893,,22,9,13,18,18,0,0,0,0,0,48978.5772771785,2.213748363480025,1,1.0
107308,131350501053035,131350501151-bg_centroid,2353.914430205421,Gwinett_GA,,34.0991703,-83.992868,34.1179964,-84.0045599,,5,0,5,5,4,0,0,1,0,0,11769.572151027105,2.3169231327133804,1,1.0
107899,131350501053036,131350501151-bg_centroid,1955.2433327194813,Gwinett_GA,,34.0991703,-83.992868,34.1155285,-84.000658,,11,2,9,10,5,5,0,0,0,0,21507.676659914294,2.00959392545237,1,1.0
108490,131350501053037,131350501151-bg_centroid,1768.5619758698906,Gwinett_GA,,34.0991703,-83.992868,34.1137625,-84.00051,,22,5,17,21,7,8,0,2,0,4,38908.36346913759,1.880045439036181,1,1.0
109081,131350501053038,131350501151-bg_centroid,2151.741287326608,Gwinett_GA,,34.0991703,-83.992868,34.1174298,-84.0006065,,55,2,53,54,50,2,0,0,0,2,118345.77080296344,2.1556094271043817,1,1.0
109672,131350501053039,131350501151-bg_centroid,2352.217468437685,Gwinett_GA,,34.0991703,-83.992868,34.1194585,-84.0001025,,24,4,20,20,15,0,1,1,0,3,56453.21924250444,2.3155201094470206,1,1.0
110263,131350501053040,131350501151-bg_centroid,2223.694054310476,Gwinett_GA,,34.0991703,-83.992868,34.1184243,-83.9993954,,15,2,13,15,15,0,0,0,0,0,33355.41081465714,2.211690899360175,1,1.0
110854,131350501053041,131350501151-bg_centroid,2055.613000838017,Gwinett_GA,,34.0991703,-83.992868,34.1170769,-83.9984166,,25,1,24,25,21,1,0,3,0,0,51390.32502095042,2.082897737727173,1,1.0
111445,131350501053042,131350501151-bg_centroid,1780.4378414395703,Gwinett_GA,,34.0991703,-83.992868,34.114771,-83.9972221,,6,2,4,5,3,0,1,0,0,1,10682.627048637421,1.8880321354982406,1,1.0
112036,131350501053043,131350501151-bg_centroid,1413.242062515785,Gwinett_GA,,34.0991703,-83.992868,34.1104993,-83.9998254,,2,0,2,2,0,0,0,2,0,0,2826.48412503157,1.6560958692426895,1,1.0
112627,131350501053044,131350501151-bg_centroid,1548.82725808966,Gwinett_GA,,34.0991703,-83.992868,34.1114157,-84.000885,,83,5,78,80,30,6,0,42,0,2,128552.66242144178,1.7382183919015226,1,1.0
113218,131350501053045,131350501151-bg_centroid,1863.3958858574172,Gwinett_GA,,34.0991703,-83.992868,34.1138984,-84.0025231,,102,23,79,95,60,20,2,0,0,13,190066.38035745654,1.9447770163248663,1,1.0
113809,131350501053046,131350501151-bg_centroid,1962.3990830801888,Gwinett_GA,,34.0991703,-83.992868,34.114572,-84.0032748,,18,6,12,18,12,0,0,0,0,6,35323.1834954434,2.014733545088886,1,1.0
114400,131350501053047,131350501151-bg_centroid,2135.815967980022,Gwinett_GA,,34.0991703,-83.992868,34.1153818,-84.00531,,19,7,12,12,8,4,0,0,0,0,40580.50339162042,2.1433903859337966,1,1.0
114991,131350501053048,131350501151-bg_centroid,2167.375181043448,Gwinett_GA,,34.0991703,-83.992868,34.1148926,-84.0067824,,20,9,11,19,12,0,0,3,0,4,43347.503620868956,2.167672621297913,1,1.0
115582,131350501053049,131350501151-bg_centroid,2077.3076707559294,Gwinett_GA,,34.0991703,-83.992868,34.1143594,-84.0060038,,18,4,14,17,14,0,0,0,0,3,37391.53807360673,2.0990903302503208,1,1.0
116173,131350501053050,131350501151-bg_centroid,1975.5671828459028,Gwinett_GA,,34.0991703,-83.992868,34.1141506,-84.0044046,,22,13,9,18,4,8,0,0,0,6,43462.47802260986,2.024225912155795,1,1.0
116764,131350501053051,131350501151-bg_centroid,1759.580407765806,Gwinett_GA,,34.0991703,-83.992868,34.1119579,-84.0041254,,44,21,23,40,31,4,0,1,0,4,77421.53794169547,1.8740276461005185,1,1.0
117355,131350501053055,131350501151-bg_centroid,1922.1901859442949,Gwinett_GA,,34.0991703,-83.992868,34.098461,-84.0137262,,5,0,5,5,4,1,0,0,0,0,9610.950929721474,1.9860231237993542,1,1.0
117946,131350501053059,131350501151-bg_centroid,2857.5192767379604,Gwinett_GA,,34.0991703,-83.992868,34.104775,-84.0231559,,30,17,13,22,9,4,0,0,0,9,85725.5783021388,2.7732059290535096,1,1.0
118537,131350501053060,131350501151-bg_centroid,2981.405589190256,Gwinett_GA,,34.0991703,-83.992868,34.1070361,-84.0238242,,23,15,8,21,7,0,0,2,0,12,68572.32855137589,2.898593989175456,1,1.0
119128,131350501053061,131350501151-bg_centroid,2957.4858979703567,Gwinett_GA,,34.0991703,-83.992868,34.1080297,-84.023155,,10,0,10,10,10,0,0,0,0,0,29574.858979703567,2.8739504580209574,1,1.0
119719,131350501053062,131350501151-bg_centroid,3158.2337766509545,Gwinett_GA,,34.0991703,-83.992868,34.1075366,-84.0256477,,17,2,15,14,14,0,0,0,0,0,53689.974203066224,3.0874496199399095,1,1.0
120310,131350501053063,131350501151-bg_centroid,3037.9305985120063,Gwinett_GA,,34.0991703,-83.992868,34.1072704,-84.0243794,,63,32,31,51,27,7,0,0,0,17,191389.6277062564,2.9576724893178765,1,1.0
120901,131350501053064,131350501151-bg_centroid,1740.337111844132,Gwinett_GA,,34.0991703,-83.992868,34.1132444,-84.0011372,,36,0,36,36,20,16,0,0,0,0,62652.136026388755,1.861199099886931,1,1.0
121492,131350501053069,131350501151-bg_centroid,2530.0863821641865,Gwinett_GA,,34.0991703,-83.992868,34.1188745,-84.0066106,,2,0,2,0,0,0,0,0,0,0,5060.172764328373,2.4673024287057324,1,1.0
122083,131350501101001,131350501151-bg_centroid,4527.744682210559,Gwinett_GA,,34.0991703,-83.992868,34.1398777,-83.9940384,,27,0,27,25,18,6,1,0,0,0,122249.10641968511,5.033916466184134,1,1.0
122674,131350501101002,131350501151-bg_centroid,4381.511503976058,Gwinett_GA,,34.0991703,-83.992868,34.1383668,-83.9977441,,4,0,4,4,4,0,0,0,0,0,17526.04601590423,4.777893356493572,1,1.0
123265,131350501101003,131350501151-bg_centroid,4744.532153655727,Gwinett_GA,,34.0991703,-83.992868,34.141824,-83.9942274,,18,4,14,13,13,0,0,0,0,0,85401.57876580307,5.438925594977358,1,1.0
123856,131350501101004,131350501151-bg_centroid,4814.706532228343,Gwinett_GA,,34.0991703,-83.992868,34.1423965,-83.9959129,,8,4,4,5,0,2,0,2,0,1,38517.65225782675,5.576886202097711,1,1.0
124447,131350501101005,131350501151-bg_centroid,4749.122565114297,Gwinett_GA,,34.0991703,-83.992868,34.1412289,-84.0018428,,31,0,31,31,31,0,0,0,0,0,147222.7995185432,5.447844947084535,1,1.0
125038,131350501101007,131350501151-bg_centroid,4695.397872969615,Gwinett_GA,,34.0991703,-83.992868,34.1400426,-84.0056826,,9,3,6,4,1,0,0,3,0,0,42258.580856726534,5.344365581817238,1,1.0
125629,131350501101009,131350501151-bg_centroid,5023.038038223965,Gwinett_GA,,34.0991703,-83.992868,34.1427325,-84.0073105,,4,0,4,4,2,0,0,0,0,2,20092.15215289586,6.007420386624979,1,1.0
126220,131350501101010,131350501151-bg_centroid,4957.485888897433,Gwinett_GA,,34.0991703,-83.992868,34.1418132,-84.0085845,,8,5,3,7,2,0,0,2,0,3,39659.887111179465,5.868483830738087,1,1.0
126811,131350501101011,131350501151-bg_centroid,4910.976729603542,Gwinett_GA,,34.0991703,-83.992868,34.1410996,-84.0096281,,9,0,9,7,3,3,0,0,0,1,44198.790566431875,5.771861590192648,1,1.0
127402,131350501101012,131350501151-bg_centroid,4998.66516690214,Gwinett_GA,,34.0991703,-83.992868,34.1414853,-84.0111993,,12,7,5,11,10,0,1,0,0,0,59983.98200282568,5.955382503094053,1,1.0
127993,131350501101013,131350501151-bg_centroid,4897.420993475277,Gwinett_GA,,34.0991703,-83.992868,34.1398091,-84.0133784,,25,2,23,25,20,1,2,0,0,2,122435.52483688193,5.744000286910368,1,1.0
128584,131350501101014,131350501151-bg_centroid,4783.547306130401,Gwinett_GA,,34.0991703,-83.992868,34.13923,-84.0118092,,5,1,4,4,1,0,0,3,0,0,23917.736530652004,5.515201396885358,1,1.0
129175,131350501101015,131350501151-bg_centroid,4437.043503157013,Gwinett_GA,,34.0991703,-83.992868,34.1388853,-83.9975442,,3,1,2,3,0,2,0,0,0,1,13311.13050947104,4.873547539201847,1,1.0
129766,131350501101017,131350501151-bg_centroid,4204.6915522622985,Gwinett_GA,,34.0991703,-83.992868,34.1361486,-84.0024155,,8,0,8,7,7,0,0,0,0,0,33637.53241809839,4.485648474480104,1,1.0
130357,131350501101018,131350501151-bg_centroid,4405.786285790216,Gwinett_GA,,34.0991703,-83.992868,34.1377406,-84.0038224,,16,0,16,15,11,1,0,3,0,0,70492.58057264346,4.8194736395542135,1,1.0
130948,131350501101019,131350501151-bg_centroid,4360.087059291601,Gwinett_GA,,34.0991703,-83.992868,34.1370955,-84.0048982,,11,8,3,5,1,0,0,0,0,4,47960.95765220761,4.7414935431040375,1,1.0
131539,131350501101020,131350501151-bg_centroid,4613.189511126368,Gwinett_GA,,34.0991703,-83.992868,34.1389847,-84.0069553,,17,6,11,12,8,0,0,2,0,2,78424.22168914827,5.1898158181171965,1,1.0
132130,131350501101021,131350501151-bg_centroid,4293.525081782796,Gwinett_GA,,34.0991703,-83.992868,34.1356318,-84.0082176,,29,2,27,29,26,0,0,0,0,3,124512.2273717011,4.630165395563055,1,1.0
132721,131350501101023,131350501151-bg_centroid,3941.086087962112,Gwinett_GA,,34.0991703,-83.992868,34.1298874,-84.0142256,,6,6,0,4,4,0,0,0,0,0,23646.51652777267,4.0828200851358165,1,1.0
133312,131350501101024,131350501151-bg_centroid,4454.5684215838455,Gwinett_GA,,34.0991703,-83.992868,34.134896,-84.0147619,,3,1,2,2,1,0,0,0,0,1,13363.705264751537,4.904130041897353,1,1.0
133903,131350501101025,131350501151-bg_centroid,4472.630107838519,Gwinett_GA,,34.0991703,-83.992868,34.1346016,-84.0158665,,358,53,305,336,213,63,3,28,0,29,1601201.5786061897,4.935850082338233,1,1.0
134494,131350501101027,131350501151-bg_centroid,5246.029737474455,Gwinett_GA,,34.0991703,-83.992868,34.1391557,-84.0231139,,134,16,118,127,117,5,0,2,0,3,702967.984821577,6.505144336704111,1,1.0
135085,131350501101028,131350501151-bg_centroid,4994.943123826452,Gwinett_GA,,34.0991703,-83.992868,34.1356888,-84.0244643,,408,65,343,361,247,54,0,36,0,24,2037936.7945211926,5.947475438202456,1,1.0
135676,131350501101029,131350501151-bg_centroid,5684.679351939923,Gwinett_GA,,34.0991703,-83.992868,34.1369051,-84.0345308,,77,18,59,69,52,10,0,3,0,4,437720.3100993741,7.607778434550598,1,1.0
136267,131350501101030,131350501151-bg_centroid,5972.514405915727,Gwinett_GA,,34.0991703,-83.992868,34.1409565,-84.0336326,,12,0,12,12,12,0,0,0,0,0,71670.17287098872,8.430998287265497,1,1.0
136858,131350501101031,131350501151-bg_centroid,6621.160456250358,Gwinett_GA,,34.0991703,-83.992868,34.1454474,-84.0381317,,239,22,217,229,185,35,0,5,0,4,1582457.3490438357,10.627577094877887,1,1.0
