demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,296211770.7443078,2972.4917034882524,647250.2542307348,99651,6.495170688008497,3390.946859249008
black,585423720.5713336,3100.3506981137753,1326205.9532037226,188825,7.023465924553013,3532.6660100263066
hispanic,452025696.10184485,3082.154495133915,1010870.7905074165,146659,6.892661142564838,3498.595272107342
native,16806066.339746688,3075.7808088848255,37445.52386897396,5464,6.853133943809291,3488.1723166292168
population,2204304047.020829,3106.9115681549256,5031579.81599873,709484,7.091886238447562,3550.2355446982083
white,855925418.0192369,3172.596967308421,2011695.3665206132,269787,7.45660601333872,3641.1213045141076
