demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,22944670.419955328,5464,4199.244220343216,30727.41024703471,5464,5.623610952971213,4838.0803413033245
black,1142879459.8993824,269787,4236.228802349196,1552775.2148558951,269787,5.755559811465694,4903.053168849666
hispanic,621393354.0584319,146659,4236.9943478302175,831040.5463405217,146659,5.666481745685718,4859.3560175059065
native,800238608.7445383,188825,4237.990778469685,1064048.801476497,188825,5.6351055288044325,4843.800676741249
population,2972499775.8422275,709484,4189.664285371097,3982944.291715081,709484,5.613860625067064,4833.218866910935
white,2684339433.598655,642036,4180.979623570415,3595603.3243344463,642036,5.600314194740554,4826.4506380539215
