demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,23881699.646860506,5464,4370.7356601135625,32699.59582335442,5464,5.984552676309374,5012.3536455071535
black,1183371076.7075417,269787,4386.316155735975,1690661.5156373023,269787,6.266653010105388,5141.392001378993
hispanic,652581365.5858645,146659,4449.650997114834,900435.3676681345,146659,6.139652988688963,5084.034033733857
native,833819910.1493356,188825,4415.834291801062,1138214.9291266927,188825,6.027882585074502,5032.564090528563
population,3093487742.384281,709484,4360.193806180662,4291888.933658526,709484,6.0493103912963875,5042.505075991482
white,2793072209.0981135,642036,4350.33582088561,3875384.572602354,642036,6.036086095798918,5036.374107362744
