demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,20879064.913414843,5464,3821.205145207695,26374.459076957402,5464,4.826950782752087,4410.12925447147
black,1175218248.0107923,269787,4356.096654067069,1797083.3588533334,269787,6.661119174954069,5312.408568082954
hispanic,565638237.3963311,146659,3856.8259526952393,729468.201315006,146659,4.973906826822807,4494.147421303761
native,772851748.6322443,188825,4092.95246197402,1030593.5377170017,188825,5.457929499361852,4754.303611882554
population,2905456381.2224793,709484,4095.1682930446345,4059645.2292388966,709484,5.721968683210469,4886.655023560843
white,2632789486.950559,642036,4100.688258836824,3690309.308896876,642036,5.747823033127233,4899.284812847309
