demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,22809586.23524161,5464,4174.521638953443,30549.145217578072,5464,5.590985581547963,4821.780239582119
black,1133114706.7065482,269787,4200.034496497416,1558382.4289722238,269787,5.776343667308743,4913.151343356816
hispanic,618727915.4743078,146659,4218.8199529132735,824742.8670737967,146659,5.62354077877114,4838.045382851178
native,793450788.837699,188825,4202.043102543091,1049572.1082566252,188825,5.5584382801886685,4805.424090094382
population,2949491870.640849,709484,4157.235216919408,3960215.943014149,709484,5.581825584529248,4817.186670528167
white,2663603917.520934,642036,4148.683122941601,3577289.880864755,642036,5.571790181336802,4812.145440177626
