id_dest,demographic,weighted_dist,demo_pop,avg_dist
Bogan Park Community Recreation Center,asian,989861.1163067311,240,4124.421317944713
Bogan Park Community Recreation Center,black,72422468.38182354,18793,3853.693842485156
Bogan Park Community Recreation Center,hispanic,26388621.66679555,6512,4052.306767014059
Bogan Park Community Recreation Center,native,22323798.814040475,5759,3876.332490717221
Bogan Park Community Recreation Center,population,135832521.288814,35333,3844.352907729715
Bogan Park Community Recreation Center,white,122161108.97062363,31952,3823.2695596714957
Gas South-Hudgens Center for Arts,asian,3454173.139630981,670,5155.482297956688
Gas South-Hudgens Center for Arts,black,118556448.90241621,27566,4300.821624552573
Gas South-Hudgens Center for Arts,hispanic,114266085.28535561,22443,5091.390869552003
Gas South-Hudgens Center for Arts,native,95804385.7331689,21358,4485.644055303348
Gas South-Hudgens Center for Arts,population,418582164.23636276,94409,4433.71039028443
Gas South-Hudgens Center for Arts,white,372304067.3480631,84759,4392.501885912565
George Pierce Park Community Recreation Center,asian,1077631.5061000232,248,4345.28833104848
George Pierce Park Community Recreation Center,black,156717648.7022342,34249,4575.831373244013
George Pierce Park Community Recreation Center,hispanic,38188286.569923975,7966,4793.9099384790325
George Pierce Park Community Recreation Center,native,44540705.228477366,9946,4478.253089531205
George Pierce Park Community Recreation Center,population,298147489.34338325,67360,4426.180067449276
George Pierce Park Community Recreation Center,white,272561624.3427972,61874,4405.107546672224
Gwinnett County Fairgrounds,asian,2704096.3338694093,552,4898.725242517045
Gwinnett County Fairgrounds,black,139763479.14397043,30636,4562.066821516204
Gwinnett County Fairgrounds,hispanic,58238755.66513636,12476,4668.063134429012
Gwinnett County Fairgrounds,native,100329440.85112128,22351,4488.812171765079
Gwinnett County Fairgrounds,population,350236037.52799493,76693,4566.7275700258815
Gwinnett County Fairgrounds,white,319267433.8700026,70040,4558.3585646773645
Gwinnett County fire station - Potential 27,asian,1042970.6489722369,256,4074.1040975478004
Gwinnett County fire station - Potential 27,black,159578493.49512547,36611,4358.758119011376
Gwinnett County fire station - Potential 27,hispanic,35999146.698897816,8138,4423.586470741929
Gwinnett County fire station - Potential 27,native,54695139.52200149,12781,4279.410024411352
Gwinnett County fire station - Potential 27,population,276613995.8786344,64030,4320.0686534223705
Gwinnett County fire station - Potential 27,white,252971059.9685033,58584,4318.091287185977
Gwinnett County fire station - Potential 30,asian,863956.0177878608,162,5333.0618381966715
Gwinnett County fire station - Potential 30,black,81784808.23051843,16990,4813.702662184723
Gwinnett County fire station - Potential 30,hispanic,26807479.716314543,5185,5170.198595239063
Gwinnett County fire station - Potential 30,native,77272614.47661617,16390,4714.619553179755
Gwinnett County fire station - Potential 30,population,197434641.06423962,40970,4819.005151677804
Gwinnett County fire station - Potential 30,white,180285283.04936072,37540,4802.484897425698
Lenora Park Gym,asian,1169235.8575970966,237,4933.484631211378
Lenora Park Gym,black,69659855.9388477,13433,5185.725894353287
Lenora Park Gym,hispanic,29770048.423139308,5760,5168.411184572797
Lenora Park Gym,native,143669483.6434688,30601,4694.927735808267
Lenora Park Gym,population,259846826.62919384,53063,4896.949411627572
Lenora Park Gym,white,240764069.78160325,49268,4886.8245064058465
Lucky Shoals Park Community Recreation Center,asian,4565613.568944454,1278,3572.467581333689
Lucky Shoals Park Community Recreation Center,black,42110599.42254497,11797,3569.6023923493235
Lucky Shoals Park Community Recreation Center,hispanic,113703628.5797247,31605,3597.646846376355
Lucky Shoals Park Community Recreation Center,native,46442725.943315685,13842,3355.203434714325
Lucky Shoals Park Community Recreation Center,population,231349194.00226927,65861,3512.6887536215554
Lucky Shoals Park Community Recreation Center,white,201256021.00712195,57368,3508.1582242212025
Mountain Park Activity Building,asian,2107237.9269988756,406,5190.2411995046195
Mountain Park Activity Building,black,114331693.73114501,25823,4427.513988736592
Mountain Park Activity Building,hispanic,47779264.99643352,8618,5544.124506432295
Mountain Park Activity Building,native,72911376.74822633,13979,5215.77915074228
Mountain Park Activity Building,population,280225990.52948946,58340,4803.325171914457
Mountain Park Activity Building,white,255665398.53893784,53566,4772.904427042114
Pinckneyville Park Community Recreation Center,asian,3594774.497986092,796,4516.048364304136
Pinckneyville Park Community Recreation Center,black,139739393.65152186,32579,4289.247480018474
Pinckneyville Park Community Recreation Center,hispanic,107880773.67938735,23850,4523.302879638883
Pinckneyville Park Community Recreation Center,native,97975371.94201852,20990,4667.716624202883
Pinckneyville Park Community Recreation Center,population,398192695.89950716,91503,4351.690063708372
Pinckneyville Park Community Recreation Center,white,355237310.90655845,81897,4337.6107904631235
Rhodes Jordan Park Community Recreation Center,asian,2312149.0326667465,619,3735.2973064083144
Rhodes Jordan Park Community Recreation Center,black,88706187.10739395,21310,4162.655425030218
Rhodes Jordan Park Community Recreation Center,hispanic,53559274.30475584,14106,3796.9143842872422
Rhodes Jordan Park Community Recreation Center,native,77854867.2468806,20828,3737.990553431948
Rhodes Jordan Park Community Recreation Center,population,247026185.98439255,61922,3989.3121343689245
Rhodes Jordan Park Community Recreation Center,white,220598831.3145415,55188,3997.224601626105
