demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,21866013.205835816,5464,4001.8325779348124,27903.842454071255,5464,5.106852572121387,4568.04388440137
black,1190746958.7925756,269787,4413.655805478305,1817979.475714889,269787,6.738573303068305,5344.795652517845
hispanic,599711110.3628831,146659,4089.153140024704,782010.0329001669,146659,5.3321653147789565,4688.995268950314
native,799476706.7909241,188825,4233.955815124714,1071181.2654674926,188825,5.672878408407216,4862.516709871362
population,2990704051.1579123,709484,4215.322757324918,4180523.5919233123,709484,5.89234372011675,4968.85295585501
white,2706998746.3796844,642036,4216.272524250485,3793787.7497735117,642036,5.9089953675082265,4976.758713259307
