demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,470882886.5253817,4725.320232866521,602911.2584039632,99651,6.050227879338523,5462.01702081836
black,952521910.6601253,5044.46927398451,1348466.5930975128,188825,7.1413562457170014,5965.123210058846
hispanic,709669551.5776851,4838.90897645344,943362.4833873254,146659,6.432353168829226,5647.850731457025
native,25782832.155267213,4718.6735276843365,33379.82634611413,5464,6.109045817370815,5491.372754681247
population,3563592993.1373067,5022.795430393507,5023463.475645455,709484,7.080446459180834,5939.132240746159
white,1404358330.9766607,5205.43366054206,2084237.9913838278,269787,7.725494524880101,6203.6887529211635
