demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,80054815.85417329,2516.4974177723275,217619.887998332,31812,6.840811266136427,2867.0739474237066
black,156675933.09775472,2472.0090422492067,425332.5922909704,63380,6.710832948737305,2838.4715130227473
hispanic,103014672.57690556,2403.0108604564034,277309.0383749858,42869,6.468754539993604,2783.6925450400063
native,3773170.1984517435,2299.3115164239753,9792.901933958414,1641,5.967642860425602,2663.4700046372195
population,595250468.6574023,2510.7472494944864,1669366.740359923,237081,7.041334988294815,2910.1514096816913
white,249711830.8979114,2577.457664377769,731035.8616347343,96883,7.545553519551772,3013.2707109809535
