demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,403047614.0057525,4044.5917653184865,559637.0720110851,99651,5.615970457005801,4834.271536125991
black,873693357.1221691,4627.000434911527,1403867.6052751734,188825,7.434754959752011,5620.229714633189
hispanic,646104284.327735,4405.4867708612155,944066.0506191672,146659,6.437150468905196,5216.593673882008
native,23606693.714678157,4320.405145438901,33560.63476412276,5464,6.142136669861413,5085.167089993238
population,3220608263.3130617,4539.367009422428,5100427.935951302,709484,7.188925946111966,5526.033244450492
white,1274744889.4298196,4725.0048721021385,2147404.4322540117,269787,7.959629011976158,5811.337525788413
