,id_orig,id_dest,distance_m,county,address,dest_lat,dest_lon,orig_lat,orig_lon,location_type,dest_type,population,hispanic,non-hispanic,white,black,native,asian,pacific_islander,other,multiple_races,Weighted_dist,KP_factor,new_location,matching
505,131350501053008,Bogan Park Community Recreation Center,3815.370055134614,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1197939,-84.0061098,EV_2022_2020,polling,1,0,1,0,1,0,0,0,0,0,3815.370055134614,3.9036540806852553,0,1.0
514,131350501053010,Bogan Park Community Recreation Center,3907.469470701397,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1182751,-84.0079381,EV_2022_2020,polling,9,4,5,6,2,0,0,0,0,1,35167.22523631257,4.034120653224997,0,1.0
523,131350501053013,Bogan Park Community Recreation Center,4040.708500765799,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.11523,-84.0106282,EV_2022_2020,polling,13,6,7,8,0,2,0,0,3,0,52529.21050995539,4.230620208617073,0,1.0
532,131350501053014,Bogan Park Community Recreation Center,4046.9337266975062,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1165219,-84.0102551,EV_2022_2020,polling,8,0,8,8,0,0,0,0,0,0,32375.46981358005,4.240031614240955,0,1.0
541,131350501053015,Bogan Park Community Recreation Center,3971.672921465564,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1175086,-84.009011,EV_2022_2020,polling,6,2,4,4,0,0,0,0,1,1,23830.037528793382,4.127640974733447,0,1.0
550,131350501053016,Bogan Park Community Recreation Center,3884.365830467446,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1166879,-84.0083415,EV_2022_2020,polling,31,3,28,20,5,2,0,0,0,4,120415.34074449082,4.000988287803853,0,1.0
559,131350501053017,Bogan Park Community Recreation Center,3811.017850324692,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.117409,-84.0072047,EV_2022_2020,polling,17,1,16,13,3,0,0,0,1,0,64787.30345551977,3.8975943117442937,0,1.0
568,131350501053018,Bogan Park Community Recreation Center,3739.516884548561,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1181662,-84.006035,EV_2022_2020,polling,6,0,6,3,3,0,0,0,0,0,22437.101307291367,3.7993763568734353,0,1.0
577,131350501053019,Bogan Park Community Recreation Center,3687.9790642634903,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1187005,-84.0051708,EV_2022_2020,polling,3,1,2,2,0,0,0,0,1,0,11063.93719279047,3.7301195567405765,0,1.0
613,131350501053024,Bogan Park Community Recreation Center,3940.961547616134,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1142753,-84.0098026,EV_2022_2020,polling,17,1,16,11,4,0,0,0,1,1,66996.34630947428,4.082638586496159,0,1.0
622,131350501053026,Bogan Park Community Recreation Center,3584.6069071107395,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1083399,-84.0070252,EV_2022_2020,polling,28,17,11,7,2,0,0,0,6,13,100368.9933991007,3.59498975531866,0,1.0
658,131350501053030,Bogan Park Community Recreation Center,3856.7002955056314,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1150178,-84.0086276,EV_2022_2020,polling,7,3,4,4,0,0,0,0,3,0,26996.90206853942,3.961671644457448,0,1.0
667,131350501053031,Bogan Park Community Recreation Center,3959.7572577689302,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1159634,-84.0094683,EV_2022_2020,polling,17,3,14,11,4,2,0,0,0,0,67315.87338207182,4.110121963382502,0,1.0
676,131350501053032,Bogan Park Community Recreation Center,3776.93798695742,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1157312,-84.0074799,EV_2022_2020,polling,30,4,26,27,0,0,0,0,2,1,113308.1396087226,3.85046747542555,0,1.0
820,131350501053048,Bogan Park Community Recreation Center,3689.2429363518095,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1148926,-84.0067824,EV_2022_2020,polling,20,9,11,12,0,0,3,0,4,1,73784.85872703619,3.731802759988371,0,1.0
919,131350501053069,Bogan Park Community Recreation Center,3817.9019328237423,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1188745,-84.0066106,EV_2022_2020,polling,2,0,2,0,0,0,0,0,0,2,7635.803865647485,3.907183660684598,0,1.0
964,131350501101005,Bogan Park Community Recreation Center,4999.653832322054,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1412289,-84.0018428,EV_2022_2020,polling,31,0,31,31,0,0,0,0,0,0,154989.26880198368,5.957484578821435,0,1.0
973,131350501101007,Bogan Park Community Recreation Center,5127.64195235666,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1400426,-84.0056826,EV_2022_2020,polling,9,3,6,1,0,0,3,0,0,5,46148.77757120994,6.235970756265233,0,1.0
1045,131350501101017,Bogan Park Community Recreation Center,4605.537261296822,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1361486,-84.0024155,EV_2022_2020,polling,8,0,8,7,0,0,0,0,0,1,36844.29809037458,5.175659158195057,0,1.0
1054,131350501101018,Bogan Park Community Recreation Center,4823.313223022132,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1377406,-84.0038224,EV_2022_2020,polling,16,0,16,11,1,0,3,0,0,1,77173.01156835411,5.5940458349004025,0,1.0
1072,131350501101020,Bogan Park Community Recreation Center,5122.154442924303,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1389847,-84.0069553,EV_2022_2020,polling,17,6,11,8,0,0,2,0,2,5,87076.62552971316,6.2237677512357905,0,1.0
1396,131350501102006,Bogan Park Community Recreation Center,5359.808581686099,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1449799,-84.002336,EV_2022_2020,polling,1,0,1,0,1,0,0,0,0,0,5359.808581686099,6.7747817841187,0,1.0
1585,131350501102032,Bogan Park Community Recreation Center,5254.308414957726,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1446459,-84.0009262,EV_2022_2020,polling,15,1,14,11,0,0,0,0,0,4,78814.6262243659,6.524396186749878,0,1.0
1684,131350501111008,Bogan Park Community Recreation Center,4190.183656647503,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1180306,-84.0113038,EV_2022_2020,polling,34,7,27,24,0,0,0,0,10,0,142466.24432601512,4.4624788854864335,0,1.0
1693,131350501111009,Bogan Park Community Recreation Center,4141.225900326426,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1188357,-84.0103955,EV_2022_2020,polling,18,0,18,17,1,0,0,0,0,0,74542.06620587567,4.385171474828089,0,1.0
1702,131350501111010,Bogan Park Community Recreation Center,4066.645785495805,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1183008,-84.0097686,EV_2022_2020,polling,12,7,5,5,0,0,0,0,2,5,48799.74942594966,4.2699709808411805,0,1.0
1711,131350501111011,Bogan Park Community Recreation Center,4114.674916037403,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1173679,-84.0107052,EV_2022_2020,polling,19,7,12,6,4,1,0,2,5,1,78178.82340471065,4.343807378785121,0,1.0
1729,131350501111014,Bogan Park Community Recreation Center,4186.268690943067,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1161129,-84.0119763,EV_2022_2020,polling,11,6,5,3,0,0,0,0,6,2,46048.95560037374,4.456247086543908,0,1.0
1918,131350501112006,Bogan Park Community Recreation Center,4162.403390216082,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.123994,-84.0078012,EV_2022_2020,polling,96,8,88,48,34,0,5,0,8,1,399590.7254607439,4.418446340970073,0,1.0
1927,131350501112007,Bogan Park Community Recreation Center,3908.266916184823,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1216566,-84.0061662,EV_2022_2020,polling,25,1,24,19,2,0,0,0,0,4,97706.67290462057,4.035269135813818,0,1.0
1954,131350501112014,Bogan Park Community Recreation Center,4115.023155539684,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.1194187,-84.0098233,EV_2022_2020,polling,9,6,3,3,0,6,0,0,0,0,37035.208399857154,4.344347371999187,0,1.0
1963,131350501112017,Bogan Park Community Recreation Center,4062.402578901837,Gwinnett_GA,2723 North Bogan Road,34.10593,-83.9682,34.119778,-84.0090339,EV_2022_2020,polling,26,8,18,11,13,0,0,0,1,1,105622.46705144776,4.263508445047672,0,1.0
26553,131350505651000,George Pierce Park Community Recreation Center,3422.0448937013634,Gwinnett_GA,55 Buford Highway,34.05925,-84.05714,34.0340082,-84.035892,EV_2022_2020,polling,17,8,9,0,5,0,2,0,8,2,58174.76319292318,3.3923195434306255,0,1.0
31104,131350505911000,Gwinnett County Fairgrounds,2906.643992677245,Gwinnett_GA,2405 Sugarloaf Pkwy,33.91845,-83.988,33.9099727,-84.0177964,EV_2020,polling,541,34,507,406,60,0,47,0,3,25,1572494.4000383895,2.822263742984825,0,1.0
31131,131350505911003,Gwinnett County Fairgrounds,3081.65244013078,Gwinnett_GA,2405 Sugarloaf Pkwy,33.91845,-83.988,33.9069357,-84.0183761,EV_2020,polling,105,12,93,86,0,0,5,0,6,8,323573.50621373195,3.0041940853320392,0,1.0
31140,131350505911004,Gwinnett County Fairgrounds,2927.313074817117,Gwinnett_GA,2405 Sugarloaf Pkwy,33.91845,-83.988,33.9056919,-84.015748,EV_2020,polling,60,4,56,31,12,2,9,0,6,0,175638.78448902702,2.8431631798731005,0,1.0
39425,131350507364002,Lenora Park Gym,4257.937972133378,Gwinnett_GA,4515 Lenora Church Road,33.78823,-84.00129,33.8095122,-83.9629821,EV_2022_2020,polling,599,47,552,86,458,0,14,0,20,21,2550504.8453078936,4.571720519425109,0,1.0
40446,131350507422008,Gwinnett County Fairgrounds,4100.623381776828,Gwinnett_GA,2405 Sugarloaf Pkwy,33.91845,-83.988,33.894488,-83.9542245,EV_2020,polling,11,4,7,0,4,0,2,0,0,5,45106.857199545106,4.32207444684194,0,1.0
