demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,8221802.118025807,2489.1922852030903,23083.298183947183,3303,6.988585583998542,2717.0943784029746
black,69708693.7922939,2521.2924548717415,200385.38564303354,27648,7.247735302482405,2767.977912269066
hispanic,27609163.89259578,2335.2079753527682,75112.79668517948,11823,6.353108067764483,2583.8667511828085
native,995377.9058960485,2202.1635086195765,2735.711075266705,452,6.052458131121028,2516.1172831462154
population,163002923.98600376,2489.886719610237,469211.1209586314,65466,7.167248968298527,2752.3720128470954
white,56121153.94790765,2529.9172315695646,166136.5441814423,22183,7.4893632142380335,2813.807964320708
