,id_orig,id_dest,distance_m,county,address,dest_lat,dest_lon,orig_lat,orig_lon,location_type,dest_type,population,hispanic,non-hispanic,white,black,native,asian,pacific_islander,other,multiple_races,Weighted_dist,KP_factor,new_location,matching
61654,131350501051000,131350506312,3378.5159833873945,Gwinnett_GA,,34.107641,-83.9621309,34.135637,-83.9763925,bg_centroid,bg_centroid,2,0,2,0,0,0,2,0,0,0,6757.031966774789,3.340017622775418,1,1.0
62259,131350501051001,131350506312,3675.629302228149,Gwinnett_GA,,34.107641,-83.9621309,34.1375564,-83.9791176,bg_centroid,bg_centroid,11,1,10,9,1,1,0,0,0,0,40431.92232450964,3.713712255210585,1,1.0
62425,131350501051002,131350501111,3518.7718604405786,Gwinnett_GA,,34.1183194,-84.0208828,34.1351465,-83.9885074,bg_centroid,bg_centroid,10,1,9,5,3,2,0,0,0,0,35187.71860440579,3.5114920516717727,1,1.0
63030,131350501051006,131350501111,2923.763989955732,Gwinnett_GA,,34.1183194,-84.0208828,34.1324488,-83.9940952,bg_centroid,bg_centroid,54,8,46,10,37,0,1,0,6,0,157883.25545760954,2.8395635667973327,1,1.0
63635,131350501051007,131350501111,3071.682306951845,Gwinnett_GA,,34.1183194,-84.0208828,34.1315751,-83.9916057,bg_centroid,bg_centroid,27,7,20,7,10,1,0,0,0,9,82935.42228769981,2.9935215133875186,1,1.0
64240,131350501051009,131350501111,3170.3965640013053,Gwinnett_GA,,34.1183194,-84.0208828,34.1265555,-83.9879096,bg_centroid,bg_centroid,1,0,1,1,0,0,0,0,0,0,3170.3965640013053,3.1008831084896102,1,1.0
64845,131350501051010,131350501111,2706.9689634880087,Gwinnett_GA,,34.1183194,-84.0208828,34.1254502,-83.9927658,bg_centroid,bg_centroid,71,2,69,15,53,0,0,0,1,2,192194.79640764862,2.6281086214075144,1,1.0
65450,131350501051011,131350501111,2526.002267706791,Gwinnett_GA,,34.1183194,-84.0208828,34.1249223,-83.9946267,bg_centroid,bg_centroid,24,8,16,4,11,0,0,0,2,7,60624.05442496298,2.463708110852451,1,1.0
66055,131350501051012,131350501111,2555.001196100261,Gwinnett_GA,,34.1183194,-84.0208828,34.1240137,-83.9939929,bg_centroid,bg_centroid,18,0,18,0,17,0,0,0,0,1,45990.0215298047,2.4893431281003573,1,1.0
66660,131350501051013,131350501111,2610.269144786933,Gwinnett_GA,,34.1183194,-84.0208828,34.1225939,-83.993001,bg_centroid,bg_centroid,39,0,39,0,37,0,0,0,0,2,101800.49664669039,2.538940855741177,1,1.0
