demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,228531140.91338885,2293.3150787587565,642661.7465611194,99651,6.449124911552513,2623.329832515357
black,447535391.65372455,2370.1066683634294,1312208.6315952246,188825,6.9493373843252995,2728.4658159759283
hispanic,331472845.6809173,2260.1602743842336,935026.5185581415,146659,6.375514073859371,2607.173182787761
native,12357481.838842802,2261.6181989097367,34938.5053027896,5464,6.394309169617423,2611.3161347645973
population,1684178263.7270858,2373.8072510825978,4994842.871728815,709484,7.040106431898133,2746.729708946191
white,663199945.9095223,2458.2353705312794,2056812.3421838556,269787,7.623837850540817,2858.839037345588
