id_dest,demographic,weighted_dist,demo_pop,avg_dist
131350501212,asian,134666.9640601378,42,3206.356287146138
131350501212,black,206615.58809189455,62,3332.5094853531377
131350501212,hispanic,1385086.8403049652,417,3321.551175791283
131350501212,native,48531.560848243505,15,3235.4373898829003
131350501212,population,3341235.0997407534,971,3441.02481950644
131350501212,white,1766100.425575552,497,3553.5219830494007
131350503181,asian,6076969.0195589345,2417,2514.26107553121
131350503181,black,9859414.74239527,6955,1417.6009694313832
131350503181,hispanic,15996027.765976528,7282,2196.6530851382213
131350503181,native,664135.2703538362,276,2406.287211426943
131350503181,population,63301146.67950666,29426,2151.197807364462
131350503181,white,31065942.706372738,12584,2468.685847613854
131350504271,asian,13481.970393688513,4,3370.492598422128
131350504271,black,80891.82236213108,24,3370.492598422128
131350504271,hispanic,74150.83716528682,22,3370.492598422128
131350504271,native,0.0,0,
131350504271,population,832511.6718102656,247,3370.492598422128
131350504271,white,633652.6085033601,188,3370.492598422128
131350504383,asian,0.0,0,
131350504383,black,0.0,0,
131350504383,hispanic,23540.33140844287,7,3362.9044869204104
131350504383,native,0.0,0,
131350504383,population,33629.044869204095,10,3362.9044869204095
131350504383,white,13451.61794768164,4,3362.90448692041
131350505532,asian,1371696.0796542082,442,3103.384795597756
131350505532,black,1123079.4602909924,359,3128.3550425932935
131350505532,hispanic,1159803.4963570219,373,3109.3927516274043
131350505532,native,46135.74564133638,15,3075.716376089092
131350505532,population,6326231.468843842,2034,3110.241626766884
131350505532,white,2542108.699365353,812,3130.6757381346715
131350505593,asian,818935.9125656408,229,3576.1393561818372
131350505593,black,364953.59813355526,102,3577.9764522897576
131350505593,hispanic,96523.55389330447,27,3574.9464404927585
131350505593,native,14302.100827164246,4,3575.5252067910615
131350505593,population,1427212.7450416386,399,3576.9742983499714
131350505593,white,96554.80727341285,27,3576.103973089365
131350505771,asian,249550.55679185566,87,2868.397204504088
131350505771,black,272497.73442788835,95,2868.3972045040878
131350505771,hispanic,100393.90215764308,35,2868.397204504088
131350505771,native,0.0,0,
131350505771,population,714230.903921518,249,2868.397204504088
131350505771,white,83183.51893061856,29,2868.397204504088
131350505782,asian,258097.34844824395,74,3487.802006057351
131350505782,black,321046.62077285745,90,3567.184675253972
131350505782,hispanic,211083.81725197195,59,3577.691817830033
131350505782,native,3259.975837387728,1,3259.975837387728
131350505782,population,1632318.330207458,463,3525.525551204013
131350505782,white,787004.4231513985,224,3513.4126033544576
131350505863,asian,0.0,0,
131350505863,black,7857.488890678944,2,3928.744445339472
131350505863,hispanic,3928.744445339472,1,3928.744445339472
131350505863,native,0.0,0,
131350505863,population,27501.211117376304,7,3928.744445339472
131350505863,white,15714.977781357888,4,3928.744445339472
131350506174,asian,2052591.1458980825,883,2324.5652841427886
131350506174,black,5332790.676666387,2037,2617.9630224184525
131350506174,hispanic,3380627.0640435345,1261,2680.909646346974
131350506174,native,52255.912982584574,19,2750.3112096097143
131350506174,population,33199273.11187723,12684,2617.413521907697
131350506174,white,21890174.252152376,8269,2647.2577400111713
131350506211,asian,6234322.459350352,2650,2352.574512962397
131350506211,black,11753305.607981902,4540,2588.8338343572473
131350506211,hispanic,6670571.378188083,2817,2367.9699603081585
131350506211,native,239320.8317812003,98,2442.049303889799
131350506211,population,57244074.703492336,24438,2342.4206033019204
131350506211,white,32017793.44469915,14163,2260.664650476534
131350507491,asian,105998.7686626325,29,3655.1299538838794
131350507491,black,1046297.6815078865,318,3290.2442814713413
131350507491,hispanic,318574.88759252685,93,3425.5364257260953
131350507491,native,27080.01127875775,8,3385.0014098447186
131350507491,population,2470845.5639862292,731,3380.089690815635
131350507491,white,876697.8873278442,254,3451.5664855426935
131350507521,asian,155170.28265594778,40,3879.2570663986944
131350507521,black,1603049.9964883882,424,3780.778293604689
131350507521,hispanic,374046.4508862094,107,3495.761223235602
131350507521,native,31104.03765474481,9,3456.0041838605343
131350507521,population,3535186.308052136,963,3671.013819368781
131350507521,white,1282425.360126194,361,3552.4248202941662
131350507623,asian,0.0,0,
131350507623,black,28951.019470084204,7,4135.859924297743
131350507623,hispanic,12407.57977289323,3,4135.859924297743
131350507623,native,0.0,0,
131350507623,population,82717.19848595487,20,4135.859924297743
131350507623,white,24815.15954578646,6,4135.859924297743
Bogan Park Community Recreation Center,asian,8219938.791065967,3083,2666.2143337872094
Bogan Park Community Recreation Center,black,10095374.87443314,3676,2746.2934914127145
Bogan Park Community Recreation Center,hispanic,9305495.08608837,3440,2705.0857808396427
Bogan Park Community Recreation Center,native,342274.22408086667,126,2716.462095879894
Bogan Park Community Recreation Center,population,58084474.58083971,22189,2617.7148398233226
Bogan Park Community Recreation Center,white,30127018.315349296,11872,2537.653159985621
Dacula Park Activity Building,asian,1860886.1334784976,705,2639.55479926028
Dacula Park Activity Building,black,10325132.679545391,3904,2644.7573461950287
Dacula Park Activity Building,hispanic,4958771.412667288,2096,2365.8260556618743
Dacula Park Activity Building,native,152987.01433080528,68,2249.809034276548
Dacula Park Activity Building,population,33289910.71207888,13328,2497.7424003660626
Dacula Park Activity Building,white,15628464.819361236,6447,2424.1453108982837
Gas South-Hudgens Center for Arts,asian,1996445.3848707625,618,3230.4941502763145
Gas South-Hudgens Center for Arts,black,2601510.859587783,842,3089.680355804968
Gas South-Hudgens Center for Arts,hispanic,1806272.3280111628,564,3202.61051065809
Gas South-Hudgens Center for Arts,native,41967.382703961535,13,3228.260207997041
Gas South-Hudgens Center for Arts,population,8639986.274982464,2690,3211.890808543667
