demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,250607485.36367488,2514.851686020962,670467.9453543721,99651,6.728160734507151,2915.841044978304
black,479212282.1098435,2537.864594782701,1302991.863596367,188825,6.900526220555366,2954.533085086093
hispanic,350605965.1733566,2390.620181327819,897075.88386756,146659,6.116746219922132,2770.1156359138276
native,13163886.476286184,2409.203235045056,33901.64756906986,5464,6.204547505320252,2791.9155154772966
population,1815634080.2089972,2559.090945263032,4998350.321799547,709484,7.045050095279876,2986.237581424788
white,720237984.2887752,2669.654150454897,2077807.2326632484,269787,7.701658095694931,3122.5390428885753
