,index,id_orig,id_dest,distance_m,H7X001,H7X002,H7X003,H7X004,H7X005,H7Z010,pop_distance
777,777,410470003002020,poll_2016_1,1920.1,24,24,0,0,0,2,46082.399999999994
778,778,410470003003026,poll_2016_1,2968.8,90,54,9,2,0,28,267192.0
779,779,410470003003027,poll_2016_1,2857.2,5,3,0,2,0,2,14286.0
780,780,410470003003038,poll_2016_1,2003.7,20,14,0,0,1,10,40074.0
781,781,410470003004000,poll_2016_1,3220.1,24,24,0,0,0,1,77282.4
782,782,410470003004006,poll_2016_1,3292.6,20,19,0,0,0,3,65852.0
783,783,410470003004019,poll_2016_1,2575.3,43,42,0,1,0,0,110737.90000000001
784,784,410470004001038,poll_2016_1,4344.7,45,26,0,0,4,31,195511.5
785,785,410470004001044,poll_2016_1,3569.9,4,4,0,0,0,0,14279.6
786,786,410470004002005,410470016022,5104.4,3,1,2,0,0,1,15313.199999999999
787,787,410470004002015,poll_2016_1,4929.1,149,132,2,2,0,48,734435.9
788,788,410470004002026,poll_2016_1,3919.5,80,47,1,0,1,31,313560.0
789,789,410470004002027,poll_2016_1,3541.0,97,67,0,13,0,29,343477.0
790,790,410470004002029,poll_2016_1,3691.1,31,15,1,3,0,15,114424.09999999999
791,791,410470004003004,410470016022,3482.4,95,62,0,6,2,38,330828.0
792,792,410470005011001,410470016042,3472.3,89,57,0,2,2,45,309034.7
793,793,410470005011024,410470016042,2996.0,130,75,0,2,0,68,389480.0
794,794,410470005012006,410470016042,3854.5,69,44,0,0,4,47,265960.5
795,795,410470005012010,410470016042,3514.0,302,157,4,2,13,162,1061228.0
796,796,410470005012014,410470016042,2501.0,47,25,0,0,1,23,117547.0
797,797,410470005012021,410470016042,2098.7,15,14,0,0,0,0,31480.499999999996
798,798,410470005021000,410470016022,4303.7,513,282,11,11,5,206,2207798.1
799,799,410470005022002,410470016022,3853.9,149,120,0,5,0,31,574231.1
800,800,410470005023021,410470016022,3393.6,69,34,2,0,0,29,234158.4
801,801,410470006001009,poll_2016_1,3329.4,56,53,1,0,0,2,186446.4
802,802,410470006001014,poll_2016_1,3175.6,28,22,0,1,0,5,88916.8
803,803,410470006001016,poll_2016_1,2864.3,43,34,2,2,0,4,123164.90000000001
804,804,410470006001018,poll_2016_1,2949.8,39,36,0,1,0,3,115042.20000000001
805,805,410470006001028,poll_2016_1,3045.7,148,77,0,1,1,68,450763.6
806,806,410470006002004,poll_2016_1,2627.8,45,41,0,4,0,3,118251.00000000001
807,807,410470006002005,poll_2016_1,2819.3,15,14,0,0,0,0,42289.5
808,808,410470006002026,poll_2016_1,2621.0,19,18,0,0,1,1,49799.0
809,809,410470006003005,poll_2016_1,2211.7,73,71,0,0,0,12,161454.09999999998
810,810,410470006003017,poll_2016_1,1604.2,55,52,0,0,2,6,88231.0
811,811,410470006003026,poll_2016_1,2320.2,113,84,1,0,8,13,262182.6
812,812,410470007011002,410470016042,2072.8,297,203,7,9,11,131,615621.6000000001
813,813,410470007011009,410470016042,2992.6,274,182,6,0,0,123,819972.4
814,814,410470007011013,410470016042,3123.7,50,47,0,0,0,18,156185.0
815,815,410470007011017,410470016042,3246.9,20,14,0,1,0,6,64938.0
816,816,410470007012000,410470016042,3246.3,41,23,4,0,0,12,133098.30000000002
817,817,410470007012005,410470016042,3606.3,12,12,0,0,0,0,43275.600000000006
818,818,410470007012012,410470016042,3789.5,224,111,3,2,5,125,848848.0
819,819,410470007012025,410470016042,3662.5,69,49,0,1,4,15,252712.5
820,820,410470007012029,410470016042,3993.9,45,24,0,0,0,25,179725.5
821,821,410470007012030,410470016042,3890.2,91,65,0,0,0,53,354008.2
822,822,410470007013000,poll_2016_1,3792.0,472,384,23,8,2,72,1789824.0
823,823,410470007013021,poll_2016_1,3232.5,214,147,4,5,1,98,691755.0
824,824,410470009002016,poll_2016_3,5455.5,13,13,0,0,0,1,70921.5
825,825,410470009002017,poll_2016_3,5330.2,57,53,0,0,0,15,303821.39999999997
826,826,410470009003002,poll_2016_3,4447.1,35,34,0,1,0,1,155648.5
827,827,410470009003014,poll_2016_3,4291.1,42,29,0,0,1,25,180226.2
828,828,410470009003022,poll_2016_3,4326.7,33,21,0,0,0,12,142781.1
829,829,410470009004010,poll_2016_1,1490.9,44,26,0,5,0,32,65599.6
830,830,410470009004019,poll_2016_1,1438.2,33,29,0,0,1,3,47460.6
831,831,410470009005007,poll_2016_1,2170.5,26,25,0,1,0,0,56433.0
832,832,410470009006001,poll_2016_1,2377.8,27,25,0,0,0,0,64200.600000000006
833,833,410470009006005,poll_2016_1,2467.0,49,33,0,0,0,20,120883.0
834,834,410470009006007,poll_2016_1,2839.4,80,67,3,0,0,15,227152.0
835,835,410470009007001,poll_2016_1,1550.9,58,51,0,1,2,1,89952.20000000001
836,836,410470009007010,poll_2016_1,904.9,7,7,0,0,0,0,6334.3
837,837,410470010001008,poll_2016_1,2502.4,7,6,0,0,0,2,17516.8
838,838,410470010001028,poll_2016_3,3785.5,73,71,0,1,0,20,276341.5
839,839,410470010001030,poll_2016_3,3613.9,49,18,0,6,1,21,177081.1
840,840,410470010001042,poll_2016_3,3215.5,11,8,0,3,0,0,35370.5
841,841,410470010002009,poll_2016_3,3106.3,6,4,0,0,0,2,18637.800000000003
842,842,410470010002013,poll_2016_3,2880.3,12,12,0,0,0,1,34563.600000000006
843,843,410470010002038,poll_2016_3,1705.5,43,34,0,2,0,12,73336.5
844,844,410470010003045,poll_2016_1,6305.7,37,37,0,0,0,0,233310.9
845,845,410470010003047,poll_2016_1,6121.3,46,46,0,0,0,0,281579.8
846,846,410470010003054,poll_2016_3,4795.6,1,0,0,1,0,0,4795.6
847,847,410470010003056,poll_2016_3,4226.9,1,1,0,0,0,0,4226.9
848,848,410470011001001,poll_2016_3,1819.1,44,38,0,0,0,2,80040.4
849,849,410470011001004,poll_2016_3,1158.5,75,55,3,0,0,6,86887.5
850,850,410470011001005,poll_2016_3,1383.5,68,66,0,1,0,3,94078.0
851,851,410470011001016,poll_2016_3,1493.8,36,36,0,0,0,1,53776.799999999996
852,852,410470011002014,poll_2016_3,2272.0,155,137,3,3,1,8,352160.0
853,853,410470011002017,poll_2016_3,2565.5,57,52,0,0,0,12,146233.5
854,854,410470011002027,poll_2016_3,1401.5,16,16,0,0,0,0,22424.0
855,855,410470011002030,poll_2016_3,2614.3,134,127,1,1,2,2,350316.2
856,856,410470012001004,poll_2016_3,3096.5,28,22,0,1,0,5,86702.0
857,857,410470012001011,poll_2016_3,2475.9,30,27,0,0,0,1,74277.0
858,858,410470012001038,poll_2016_3,2432.7,21,21,0,0,0,5,51086.7
859,859,410470012001048,poll_2016_3,2557.0,28,22,3,0,0,0,71596.0
860,860,410470012002000,poll_2016_3,2440.4,10,7,0,0,0,3,24404.0
861,861,410470012002006,poll_2016_3,1684.5,32,27,2,0,1,2,53904.0
862,862,410470012002008,poll_2016_3,1480.1,26,26,0,0,0,0,38482.6
863,863,410470012002011,poll_2016_3,1154.1,8,8,0,0,0,0,9232.8
864,864,410470012002039,poll_2016_3,1637.5,15,15,0,0,0,0,24562.5
865,865,410470013002030,poll_2016_3,1818.9,23,23,0,0,0,3,41834.700000000004
866,866,410470013002044,poll_2016_3,1936.1,17,17,0,0,0,0,32913.7
867,867,410470014011008,410470016022,9066.5,58,58,0,0,0,1,525857.0
868,868,410470014011022,410470016022,8108.8,91,77,0,0,1,19,737900.8
869,869,410470014011023,410470016022,7850.0,433,370,2,1,28,46,3399050.0
870,870,410470014011032,410470016022,8981.2,61,61,0,0,0,0,547853.2000000001
871,871,410470014011033,410470016022,9303.6,14,14,0,0,0,0,130250.40000000001
872,872,410470014012008,410470016042,9893.2,2,0,0,0,0,2,19786.4
873,873,410470014012013,410470016042,10141.5,1,1,0,0,0,0,10141.5
874,874,410470014012021,410470016022,8422.0,272,217,1,4,1,65,2290784.0
875,875,410470014012023,410470016022,8521.1,11,11,0,0,0,0,93732.1
876,876,410470014013004,410470016022,7443.0,14,14,0,0,0,0,104202.0
877,877,410470014013011,410470016022,8514.6,82,79,0,1,0,10,698197.2000000001
878,878,410470014013013,410470016022,8010.4,182,156,2,5,4,26,1457892.8
879,879,410470014013018,410470016022,7479.4,86,70,5,0,4,4,643228.4
880,880,410470014021006,410470016022,8320.6,23,19,0,1,0,0,191373.80000000002
881,881,410470014021008,410470016022,8384.8,94,89,0,0,0,9,788171.2
882,882,410470014021011,410470016022,8121.7,77,68,0,0,2,6,625370.9
883,883,410470014021015,410470016022,7318.7,73,68,1,0,2,3,534265.1
884,884,410470014022004,410470016022,7025.9,26,20,0,0,5,3,182673.4
885,885,410470014022022,poll_2016_1,7225.4,38,29,0,1,0,1,274565.2
886,886,410470014023010,410470016022,6724.4,25,18,0,0,0,9,168110.0
887,887,410470014023014,410470016022,6360.5,36,31,1,0,0,9,228978.0
888,888,410470014023019,410470016022,6379.9,15,14,0,1,0,0,95698.5
889,889,410470014023024,410470016022,6264.8,32,19,0,0,0,8,200473.6
890,890,410470014023028,poll_2016_1,6058.0,44,44,0,0,0,0,266552.0
891,891,410470015011011,410470016042,8402.1,61,50,0,0,10,1,512528.10000000003
892,892,410470015011014,410470016042,7788.3,29,27,0,0,0,0,225860.7
893,893,410470015012002,410470016042,9207.8,131,114,1,3,2,8,1206221.7999999998
894,894,410470015012012,410470016042,8721.2,86,83,0,1,0,3,750023.2000000001
895,895,410470015021005,410470016022,6131.0,104,74,0,2,3,40,637624.0
896,896,410470015021013,410470016022,5023.5,35,14,0,4,3,16,175822.5
897,897,410470015021015,410470016022,5409.5,36,34,2,0,0,1,194742.0
898,898,410470015022018,410470016022,6097.9,388,291,4,2,3,82,2365985.1999999997
899,899,410470015022022,410470016022,7187.1,7,7,0,0,0,0,50309.700000000004
900,900,410470015031003,410470016022,5910.5,245,206,0,2,0,68,1448072.5
901,901,410470015032002,410470016022,5496.1,208,96,3,6,0,119,1143188.8
902,902,410470015032010,410470016022,5830.3,199,143,3,3,0,52,1160229.7
903,903,410470016011002,410470016022,2822.7,2,0,2,0,0,0,5645.4
904,904,410470016011011,410470016022,3212.6,74,57,4,2,0,16,237732.4
905,905,410470016011015,410470016022,2285.3,11,11,0,0,0,0,25138.300000000003
906,906,410470016011020,410470016022,2927.0,88,65,0,0,0,24,257576.0
907,907,410470016011030,410470016022,2719.4,33,29,0,0,0,6,89740.2
908,908,410470016011031,410470016022,2074.1,19,17,0,0,0,1,39407.9
909,909,410470016011032,410470016022,1525.9,276,202,1,2,23,85,421148.4
910,910,410470016012006,410470016022,4195.2,77,56,0,2,7,22,323030.39999999997
911,911,410470016012009,410470016022,2991.7,61,26,0,0,4,29,182493.69999999998
912,912,410470016012010,410470016022,3124.6,40,25,0,0,4,15,124984.0
913,913,410470016012021,410470016022,3259.7,217,162,2,3,34,25,707354.8999999999
914,914,410470016012035,410470016022,3515.5,20,20,0,0,0,0,70310.0
915,915,410470016012043,poll_2016_6,3877.0,63,50,0,1,0,17,244251.0
916,916,410470016012052,410470016022,2663.5,85,56,0,1,1,28,226397.5
917,917,410470016013001,410470016022,3350.1,117,92,0,0,3,28,391961.7
918,918,410470016013013,410470016022,2079.3,40,35,0,0,0,7,83172.0
919,919,410470016014000,poll_2016_6,4066.0,628,426,9,10,34,178,2553448.0
920,920,410470016014004,410470016022,2966.4,148,141,1,1,1,15,439027.2
921,921,410470016021004,410470016022,1301.2,31,31,0,0,0,0,40337.200000000004
922,922,410470016021016,410470016022,2150.7,1164,634,17,18,19,859,2503414.8
923,923,410470016021028,410470016022,941.9,62,46,1,0,0,12,58397.799999999996
924,924,410470016022002,410470016022,509.5,51,44,0,3,0,5,25984.5
925,925,410470016023004,poll_2016_6,2435.7,135,108,2,1,2,37,328819.5
926,926,410470016023007,poll_2016_6,1465.3,590,257,1,9,13,482,864527.0
927,927,410470016024009,poll_2016_6,2459.3,214,151,0,11,4,71,526290.2000000001
928,928,410470016031021,poll_2016_6,2605.5,25,14,0,0,1,17,65137.5
929,929,410470016031026,poll_2016_6,3040.3,67,44,0,1,2,21,203700.1
930,930,410470016031028,poll_2016_6,2755.2,5,1,0,0,0,5,13776.0
931,931,410470016032008,poll_2016_6,1279.1,11,8,1,0,0,0,14070.099999999999
932,932,410470016032009,poll_2016_6,2553.6,261,182,8,2,23,63,666489.6
933,933,410470016032015,poll_2016_6,2947.4,384,275,15,9,5,91,1131801.6
934,934,410470016032017,poll_2016_6,3454.1,31,19,0,0,0,17,107077.09999999999
935,935,410470016032018,poll_2016_6,2158.0,422,261,10,10,8,169,910676.0
936,936,410470016033004,poll_2016_6,1261.7,144,123,1,1,1,24,181684.80000000002
937,937,410470016034000,poll_2016_6,1438.0,294,180,0,4,5,131,422772.0
938,938,410470016034004,poll_2016_6,1507.9,95,70,1,9,0,26,143250.5
939,939,410470016034014,poll_2016_6,1774.3,103,76,2,2,5,48,182752.9
940,940,410470016041002,410470016022,806.3,55,25,0,2,2,8,44346.5
941,941,410470016041019,410470016042,144.8,49,33,0,2,0,17,7095.200000000001
942,942,410470016041024,410470016042,646.7,30,28,1,0,0,1,19401.0
943,943,410470016041027,410470016042,1229.6,186,92,5,1,10,97,228705.59999999998
944,944,410470016042002,410470016022,1450.3,8,8,0,0,0,0,11602.4
945,945,410470016042007,410470016042,2282.1,219,159,1,1,9,80,499779.89999999997
946,946,410470016042019,410470016042,319.6,21,14,0,0,0,9,6711.6
947,947,410470016043012,poll_2016_6,1968.5,31,24,0,0,1,8,61023.5
948,948,410470016043014,410470016042,2199.6,80,54,0,5,4,21,175968.0
949,949,410470016044016,poll_2016_6,2351.4,18,16,0,1,1,3,42325.200000000004
950,950,410470017011017,410470016042,2916.6,97,61,5,2,1,44,282910.2
951,951,410470017012005,410470016042,2965.0,24,23,0,0,0,0,71160.0
952,952,410470017013015,410470016042,3790.4,183,125,0,4,0,50,693643.2000000001
953,953,410470017021005,410470016042,3788.7,96,65,0,4,10,23,363715.19999999995
954,954,410470017021007,410470016042,4036.7,16,16,0,0,0,5,64587.2
955,955,410470017021013,410470016042,3432.8,3,0,0,0,1,2,10298.400000000001
956,956,410470017022011,410470016042,3151.5,70,43,0,4,0,41,220605.0
957,957,410470017023011,410470016042,3244.1,2,2,0,0,0,0,6488.2
958,958,410470017023016,410470016042,3221.3,25,24,1,0,0,5,80532.5
959,959,410470017031014,poll_2016_6,7434.2,77,75,2,0,0,0,572433.4
960,960,410470017031015,poll_2016_6,6027.2,40,34,0,1,0,7,241088.0
961,961,410470017031017,poll_2016_6,5349.7,19,17,1,0,0,4,101644.3
962,962,410470017031018,poll_2016_6,5083.0,153,123,2,0,2,17,777699.0
963,963,410470017031020,poll_2016_6,7488.9,6,6,0,0,0,1,44933.399999999994
964,964,410470017032006,410470016042,4819.5,123,116,0,0,1,4,592798.5
965,965,410470017033000,poll_2016_6,3163.4,72,65,0,0,0,19,227764.80000000002
966,966,410470017033002,poll_2016_6,4546.0,10,10,0,0,0,0,45460.0
967,967,410470017033013,poll_2016_6,4473.2,6,5,0,0,1,0,26839.199999999997
968,968,410470018011003,410470016042,5361.3,37,32,0,1,0,1,198368.1
969,969,410470018011015,410470016042,3918.6,15,10,3,0,0,1,58779.0
970,970,410470018012011,410470016042,5229.9,415,370,3,5,7,25,2170408.5
971,971,410470018012015,410470016042,5291.8,11,10,0,0,0,1,58209.8
972,972,410470018012016,410470016042,4679.5,2,2,0,0,0,0,9359.0
973,973,410470018013006,poll_2016_6,6906.7,78,68,0,2,0,17,538722.6
974,974,410470018013013,410470016042,5706.7,54,51,0,0,0,4,308161.8
975,975,410470018014006,410470016042,4589.4,83,49,10,3,0,36,380920.19999999995
976,976,410470018014008,410470016042,4967.8,286,214,4,5,12,67,1420790.8
977,977,410470018014010,410470016042,5174.9,34,30,3,0,1,0,175946.59999999998
978,978,410470018021002,poll_2016_6,6951.4,243,223,1,1,8,17,1689190.2
979,979,410470018021005,poll_2016_6,7042.8,1,0,0,0,1,0,7042.8
980,980,410470018021013,poll_2016_6,5851.8,55,44,1,0,0,20,321849.0
981,981,410470018021015,poll_2016_6,5926.6,39,39,0,0,0,4,231137.40000000002
982,982,410470018021017,poll_2016_6,8604.1,177,168,0,0,0,17,1522925.7
983,983,410470018022002,410470016042,5552.1,338,204,7,6,5,152,1876609.8
984,984,410470018023001,poll_2016_6,6196.6,109,66,0,2,2,43,675429.4
985,985,410470018024010,poll_2016_1,7096.0,56,36,5,1,1,23,397376.0
986,986,410470018024014,poll_2016_1,7457.9,85,64,0,7,0,18,633921.5
987,987,410470018024017,poll_2016_1,7327.1,55,47,0,0,0,17,402990.5
988,988,410470018031012,poll_2016_1,7621.1,67,64,1,0,0,2,510613.7
989,989,410470018031018,poll_2016_1,6808.0,35,28,0,3,2,3,238280.0
990,990,410470018031024,poll_2016_1,6934.2,14,12,0,0,0,1,97078.8
991,991,410470018032058,poll_2016_3,5923.8,50,50,0,0,0,0,296190.0
992,992,410470018032071,school_523,6994.5,4,4,0,0,0,0,27978.0
993,993,410470020001011,poll_2016_3,3902.6,27,27,0,0,0,0,105370.2
994,994,410470020001015,school_523,3768.3,53,49,0,0,4,3,199719.90000000002
995,995,410470020001022,school_523,2035.7,78,64,1,0,1,3,158784.6
996,996,410470020002006,school_523,4046.2,24,18,0,0,6,0,97108.79999999999
997,997,410470020002021,school_523,4368.3,40,40,0,0,0,4,174732.0
998,998,410470020003019,school_523,5393.2,81,75,0,0,4,0,436849.2
999,999,410470020004006,school_523,4791.3,51,50,0,0,0,0,244356.30000000002
1000,1000,410470020004015,school_523,5317.5,17,16,0,0,1,0,90397.5
1001,1001,410470020004020,school_523,5674.6,5,5,0,0,0,0,28373.0
1002,1002,410470020004024,school_523,5481.9,24,21,0,0,0,5,131565.59999999998
1003,1003,410470020004027,school_523,5020.9,80,49,1,2,16,3,401672.0
1004,1004,410470020004028,school_523,5907.5,14,14,0,0,0,0,82705.0
1005,1005,410470020004036,school_523,5350.8,32,25,0,0,1,6,171225.6
1006,1006,410470021011004,poll_2016_3,480.5,6,6,0,0,0,0,2883.0
1007,1007,410470021011012,poll_2016_3,1058.2,94,86,1,5,0,10,99470.8
1008,1008,410470021012001,school_523,915.4,153,133,3,0,5,6,140056.19999999998
1009,1009,410470021012004,school_523,688.7,29,24,0,2,0,0,19972.300000000003
1010,1010,410470021021000,school_523,1239.9,78,72,0,2,0,0,96712.20000000001
1011,1011,410470021021005,poll_2016_4,1065.5,183,155,4,2,1,53,194986.5
1012,1012,410470021021015,school_523,968.9,189,180,2,0,1,2,183122.1
1013,1013,410470021022000,school_523,637.1,42,40,0,1,0,3,26758.2
1014,1014,410470021023005,410470021022,609.0,26,20,0,0,6,0,15834.0
1015,1015,410470021023014,poll_2016_4,1388.1,26,24,1,0,0,1,36090.6
1016,1016,410470021023015,poll_2016_4,1027.6,117,87,4,6,1,23,120229.19999999998
1017,1017,410470021024014,school_523,2366.2,376,293,7,7,18,50,889691.2
1018,1018,410470021024019,school_523,2383.2,10,9,0,0,1,0,23832.0
1019,1019,410470022011000,poll_2016_3,390.0,20,20,0,0,0,0,7800.0
1020,1020,410470022011025,poll_2016_3,2860.0,79,75,0,3,0,2,225940.0
1021,1021,410470022011027,poll_2016_3,2687.7,192,179,0,0,5,9,516038.39999999997
1022,1022,410470022011029,poll_2016_3,3426.1,3,3,0,0,0,0,10278.3
1023,1023,410470022012002,poll_2016_3,1799.2,76,57,0,1,2,17,136739.2
1024,1024,410470022021013,poll_2016_3,4004.4,28,28,0,0,0,0,112123.2
1025,1025,410470022021030,poll_2016_4,527.0,35,34,0,0,0,3,18445.0
1026,1026,410470022021036,poll_2016_4,927.8,44,41,0,0,0,11,40823.2
1027,1027,410470022022002,poll_2016_4,1278.5,73,64,0,1,0,12,93330.5
1028,1028,410470022023008,poll_2016_4,1775.2,155,145,0,0,8,2,275156.0
1029,1029,410470022023013,poll_2016_4,2195.7,15,15,0,0,0,0,32935.5
1030,1030,410470022023018,poll_2016_4,1493.0,273,255,3,0,8,13,407589.0
1031,1031,410470022023026,poll_2016_4,1428.6,25,25,0,0,0,0,35715.0
1032,1032,410470023011009,poll_2016_4,2852.1,52,50,0,0,1,0,148309.19999999998
1033,1033,410470023012004,poll_2016_4,2733.5,41,25,2,1,0,14,112073.5
1034,1034,410470023012007,poll_2016_4,3210.7,4,4,0,0,0,0,12842.8
1035,1035,410470023012008,poll_2016_4,3026.4,1,1,0,0,0,0,3026.4
1036,1036,410470023012011,poll_2016_4,4269.8,32,26,0,4,0,0,136633.6
1037,1037,410470023031011,410470021022,2049.2,52,49,0,0,1,0,106558.4
1038,1038,410470023031023,poll_2016_4,2223.3,68,58,0,1,7,4,151184.40000000002
1039,1039,410470023033006,school_523,3191.1,53,37,4,1,4,5,169128.3
1040,1040,410470023033011,school_523,3706.7,399,325,4,5,2,61,1478973.2999999998
1041,1041,410470023033016,school_523,3826.6,516,452,6,5,18,31,1974525.5999999999
1042,1042,410470023041006,410470021022,3112.4,184,155,2,1,13,22,572681.6
1043,1043,410470023041018,poll_2016_4,2982.0,4,4,0,0,0,0,11928.0
1044,1044,410470023041030,poll_2016_4,4053.2,54,52,0,0,1,0,218872.8
1045,1045,410470023043003,school_523,4641.3,11,11,0,0,0,0,51054.3
1046,1046,410470023043004,school_523,4640.6,10,9,0,0,1,3,46406.0
1047,1047,410470023043011,school_523,5226.6,12,12,0,0,0,0,62719.200000000004
1048,1048,410470023044004,school_523,5338.8,110,91,2,1,6,9,587268.0
1049,1049,410470023044008,school_523,5371.8,45,35,0,2,0,0,241731.0
1050,1050,410470024001033,poll_2016_4,2787.0,6,2,1,0,0,0,16722.0
1051,1051,410470024001035,poll_2016_4,3807.8,69,68,0,0,0,1,262738.2
1052,1052,410470024002042,poll_2016_3,6928.8,24,24,0,0,0,0,166291.2
1053,1053,410470024002051,poll_2016_4,2401.7,340,288,5,1,24,21,816577.9999999999
1054,1054,410470024002070,poll_2016_3,10345.6,4,4,0,0,0,0,41382.4
1055,1055,410470024002081,poll_2016_4,2839.0,5,5,0,0,0,0,14195.0
1056,1056,410470024002083,poll_2016_3,6964.0,4,4,0,0,0,0,27856.0
1057,1057,410470024002086,poll_2016_3,7311.1,48,46,0,0,2,6,350932.80000000005
1058,1058,410470025011012,poll_2016_6,12921.8,12,12,0,0,0,0,155061.59999999998
1059,1059,410470025011014,410470016042,11777.0,14,14,0,0,0,0,164878.0
1060,1060,410470025011015,410470016042,11655.2,10,10,0,0,0,0,116552.0
1061,1061,410470025011017,poll_2016_6,13098.9,57,57,0,0,0,5,746637.2999999999
1062,1062,410470025011025,410470016022,9268.2,1,1,0,0,0,0,9268.2
1063,1063,410470025011046,410470016042,11437.7,125,102,0,0,2,22,1429712.5
1064,1064,410470025012006,410470016042,10916.6,34,29,0,0,5,1,371164.4
1065,1065,410470025012011,410470016022,8289.4,56,56,0,0,0,7,464206.39999999997
1066,1066,410470025012017,410470016022,8037.6,37,37,0,0,0,3,297391.2
1067,1067,410470025013005,410470016022,8986.1,201,176,1,3,2,34,1806206.1
1068,1068,410470025013017,410470016022,8210.2,18,14,0,1,0,4,147783.6
1069,1069,410470025021078,poll_2016_6,14566.3,68,67,0,0,0,1,990508.3999999999
1070,1070,410470025021094,poll_2016_6,13175.0,5,5,0,0,0,0,65875.0
1071,1071,410470025021110,410470016042,8197.8,21,13,0,0,0,16,172153.8
1072,1072,410470025021122,410470016042,9627.2,33,22,0,0,0,11,317697.60000000003
1073,1073,410470025022046,410470016042,7061.0,91,29,1,4,0,69,642551.0
1074,1074,410470025022058,poll_2016_6,3118.5,10,10,0,0,0,0,31185.0
1075,1075,410470026001016,poll_2016_6,5224.3,15,15,0,0,0,0,78364.5
1076,1076,410470026001017,poll_2016_6,3222.3,39,39,0,0,0,6,125669.70000000001
1077,1077,410470027001006,school_523,10937.6,3,3,0,0,0,0,32812.8
1078,1078,410470027001021,school_523,16123.0,436,418,0,2,1,21,7029628.0
1079,1079,410470027001073,school_523,12088.9,9,6,0,3,0,0,108800.09999999999
1080,1080,410470027002006,school_523,13244.3,32,32,0,0,0,0,423817.6
1081,1081,410470027002016,school_523,12009.7,12,12,0,0,0,0,144116.40000000002
1082,1082,410470027002040,school_523,11973.7,9,8,0,0,0,0,107763.3
1083,1083,410470027003002,school_523,8209.7,6,5,0,0,0,0,49258.200000000004
1084,1084,410470027004023,poll_2016_6,14446.4,22,18,0,4,0,0,317820.8
1085,1085,410470027005007,poll_2016_6,8929.1,295,276,0,2,6,10,2634084.5
1086,1086,410470027005008,poll_2016_6,12103.3,312,277,0,0,20,17,3776229.5999999996
1087,1087,410470027005031,poll_2016_6,9136.3,17,10,0,0,0,6,155317.09999999998
1088,1088,410470027005032,poll_2016_6,9680.2,28,28,0,0,0,1,271045.60000000003
1089,1089,410470028001002,school_523,8257.3,14,14,0,0,0,0,115602.19999999998
1090,1090,410470028001015,poll_2016_4,5610.4,12,12,0,0,0,0,67324.79999999999
1091,1091,410470028001017,poll_2016_4,7259.4,104,99,0,1,1,4,754977.6
1092,1092,410470028002008,410470021022,6054.9,48,47,0,0,1,1,290635.19999999995
1093,1093,410470028002018,school_523,5883.7,1,1,0,0,0,0,5883.7
1094,1094,410470028002020,poll_2016_4,4774.6,18,17,0,1,0,0,85942.8
1095,1095,410470028002021,poll_2016_4,4309.0,32,29,0,0,0,1,137888.0
1096,1096,410470028002027,poll_2016_4,3924.1,8,8,0,0,0,0,31392.8
1097,1097,410470028002044,school_523,5849.7,44,40,0,1,0,1,257386.8
1098,1098,410530051001002,poll_2016_1,3751.3,2,1,1,0,0,0,7502.6
1099,1099,410530051001015,poll_2016_1,3217.3,75,52,0,3,0,23,241297.5
1100,1100,410530051001019,poll_2016_1,2690.8,32,27,1,3,0,6,86105.6
1101,1101,410530051001022,poll_2016_1,2486.6,31,15,0,6,0,11,77084.59999999999
1102,1102,410530051002003,poll_2016_1,3913.2,230,193,2,3,2,54,900036.0
1103,1103,410530051002007,poll_2016_1,3682.6,48,37,1,0,1,9,176764.8
1104,1104,410530051002012,poll_2016_1,3428.1,31,31,0,0,0,0,106271.09999999999
1105,1105,410530051002014,poll_2016_1,3618.7,49,38,0,5,0,11,177316.3
1106,1106,410530052011006,poll_2016_1,3810.7,328,274,0,9,1,44,1249909.5999999999
1107,1107,410530052012007,poll_2016_3,7878.3,107,91,5,0,2,11,842978.1
1108,1108,410530052012012,poll_2016_3,8846.5,64,51,0,1,6,5,566176.0
1109,1109,410530052012024,poll_2016_3,8122.2,98,71,0,2,14,7,795975.6
1110,1110,410530052012029,poll_2016_3,8957.3,54,51,0,0,3,0,483694.19999999995
1111,1111,410530052012036,poll_2016_3,8225.4,51,44,3,0,0,4,419495.39999999997
1112,1112,410530052012040,poll_2016_3,8036.3,12,7,0,0,0,0,96435.6
1113,1113,410530052012042,poll_2016_3,8006.4,44,42,2,0,0,0,352281.6
1114,1114,410530052012043,poll_2016_3,8681.7,162,141,0,0,11,12,1406435.4000000001
1115,1115,410530052012048,poll_2016_3,7471.1,36,34,0,0,1,1,268959.60000000003
1116,1116,410530052012050,poll_2016_3,7532.6,69,58,1,0,3,7,519749.4
1117,1117,410530052012051,poll_2016_3,7576.1,39,38,0,1,0,4,295467.9
1118,1118,410530052013004,poll_2016_3,7232.2,869,778,6,7,16,77,6284781.8
1119,1119,410530052013005,poll_2016_3,6722.6,44,43,0,0,0,1,295794.4
1120,1120,410530052013014,poll_2016_3,9082.0,592,512,8,7,22,59,5376544.0
1121,1121,410530052013031,poll_2016_3,7372.4,25,25,0,0,0,0,184310.0
1122,1122,410530052013037,poll_2016_3,6941.5,55,51,0,3,1,3,381782.5
1123,1123,410530052021022,poll_2016_3,6439.7,83,57,0,3,18,5,534495.1
