,index,id_orig,id_dest,distance_m,H7X001,H7X002,H7X003,H7X004,H7X005,H7Z010,pop_distance
1478,1478,410470025021128,410470016042,9761.6,4,0,0,0,0,4,39046.4
1479,1479,410470025021131,410470016022,4907.4,3,2,0,0,1,0,14722.199999999999
1480,1480,410470025021136,poll_2016_6,11690.0,1,1,0,0,0,0,11690.0
1481,1481,410470025022030,poll_2016_6,7092.7,75,57,0,0,0,18,531952.5
1482,1482,410470025022049,410470016042,7182.4,58,21,0,0,0,48,416579.19999999995
1483,1483,410470025022053,poll_2016_6,6038.5,39,39,0,0,0,0,235501.5
1484,1484,410470025022055,poll_2016_6,4810.7,21,21,0,0,0,0,101024.7
1485,1485,410470025022061,410470016042,6975.0,4,4,0,0,0,0,27900.0
1486,1486,410470025023011,410470016042,5042.6,25,25,0,0,0,0,126065.00000000001
1487,1487,410470025023016,410470016042,4956.2,52,52,0,0,0,1,257722.4
1488,1488,410470025023023,410470016042,6458.8,11,11,0,0,0,0,71046.8
1489,1489,410470025023038,poll_2016_6,4817.5,83,43,0,0,0,41,399852.5
1490,1490,410470026001021,poll_2016_6,2588.6,13,13,0,0,0,0,33651.799999999996
1491,1491,410470026001040,poll_2016_6,7241.4,82,82,0,0,0,5,593794.7999999999
1492,1492,410470027001013,school_523,13581.9,227,207,1,2,6,7,3083091.3
1493,1493,410470027001014,school_523,12964.1,18,18,0,0,0,0,233353.80000000002
1494,1494,410470027001025,poll_2016_6,14837.3,18,18,0,0,0,0,267071.39999999997
1495,1495,410470027001066,school_523,12173.8,126,120,2,2,1,5,1533898.7999999998
1496,1496,410470027002017,school_523,12164.0,13,13,0,0,0,1,158132.0
1497,1497,410470027002022,school_523,12735.4,16,16,0,0,0,0,203766.4
1498,1498,410470027002035,school_523,13419.1,3,3,0,0,0,0,40257.3
1499,1499,410470027002048,school_523,11950.7,25,23,0,0,0,0,298767.5
1500,1500,410470027003004,school_523,6948.3,10,10,0,0,0,0,69483.0
1501,1501,410470027003008,school_523,8814.0,13,10,0,0,1,0,114582.0
1502,1502,410470027003030,410470021022,8947.5,10,7,0,0,0,3,89475.0
1503,1503,410470027003043,school_523,8943.6,174,162,0,4,1,5,1556186.4000000001
1504,1504,410470027005011,poll_2016_6,10520.8,126,113,0,3,0,7,1325620.7999999998
1505,1505,410470027005013,poll_2016_6,10362.1,35,30,1,0,0,0,362673.5
1506,1506,410470027005018,poll_2016_6,11118.3,4,2,0,0,0,0,44473.2
1507,1507,410470027005029,poll_2016_6,9444.8,97,84,0,1,2,9,916145.6
1508,1508,410470028001016,poll_2016_4,7681.6,28,28,0,0,0,0,215084.80000000002
1509,1509,410470028001027,poll_2016_4,5476.4,2,1,0,0,0,0,10952.8
1510,1510,410470028001067,school_523,9025.9,18,17,0,0,0,3,162466.19999999998
1511,1511,410470028001070,school_523,10648.2,9,9,0,0,0,0,95833.8
1512,1512,410470028002009,410470021022,6374.5,127,125,0,0,0,6,809561.5
1513,1513,410470028002010,school_523,5782.7,50,50,0,0,0,0,289135.0
1514,1514,410470028002017,school_523,6978.5,119,108,1,0,3,1,830441.5
1515,1515,410470028002041,school_523,6342.6,41,40,0,0,0,0,260046.6
1516,1516,410530051001014,poll_2016_1,3008.1,42,41,0,1,0,10,126340.2
1517,1517,410530051001023,poll_2016_1,2805.9,31,23,0,2,0,9,86982.90000000001
1518,1518,410530051002018,poll_2016_1,3495.0,25,25,0,0,0,1,87375.0
1519,1519,410530051002025,poll_2016_1,3404.8,40,35,0,0,0,8,136192.0
1520,1520,410530052011001,poll_2016_1,3200.6,1,1,0,0,0,0,3200.6
1521,1521,410530052011005,poll_2016_1,4162.5,90,73,0,0,3,0,374625.0
1522,1522,410530052012004,poll_2016_3,7777.1,273,225,3,3,14,23,2123148.3000000003
1523,1523,410530052012005,poll_2016_3,8524.8,102,101,0,0,0,2,869529.6
1524,1524,410530052012020,poll_2016_3,7349.3,76,72,1,0,2,4,558546.8
1525,1525,410530052012022,poll_2016_3,8394.4,44,42,0,0,0,2,369353.6
1526,1526,410530052012038,poll_2016_3,7939.3,48,46,0,0,0,0,381086.4
1527,1527,410530052012052,poll_2016_3,7746.8,65,60,0,0,2,0,503542.0
1528,1528,410530052013018,poll_2016_3,9389.8,93,68,0,1,8,19,873251.3999999999
1529,1529,410530052013022,poll_2016_3,9111.9,37,35,0,0,2,0,337140.3
1530,1530,410530052013024,poll_2016_3,9083.5,55,31,1,2,7,13,499592.5
1531,1531,410530052013034,poll_2016_3,7231.6,13,12,0,1,0,0,94010.8
1532,1532,410530052021002,poll_2016_3,7031.9,50,47,0,1,2,6,351595.0
1533,1533,410530052021005,poll_2016_3,6672.0,88,77,0,3,0,14,587136.0
1534,1534,410530052021007,poll_2016_3,6487.7,272,253,2,1,4,20,1764654.4
1535,1535,410530052021016,poll_2016_1,3437.0,40,37,1,0,2,0,137480.0
1536,1536,410530052021019,poll_2016_3,6876.0,39,37,0,0,0,2,268164.0
1537,1537,410530052021025,poll_2016_3,6021.8,193,161,5,0,4,24,1162207.4000000001
1538,1538,410530052022005,poll_2016_3,6348.6,252,202,2,8,9,30,1599847.2000000002
1539,1539,410530052022008,poll_2016_3,5493.3,8,4,0,1,0,0,43946.4
1540,1540,410530052022012,poll_2016_3,6939.9,345,293,1,2,9,32,2394265.5
1541,1541,410530052022024,poll_2016_1,4403.7,10,10,0,0,0,0,44037.0
1542,1542,410530052023006,poll_2016_1,5200.6,37,31,3,0,0,0,192422.2
1543,1543,410530052023007,poll_2016_1,4752.3,50,32,0,0,18,0,237615.0
1544,1544,410530052023014,poll_2016_1,5101.8,43,36,0,0,5,3,219377.4
1545,1545,410530052024007,poll_2016_1,6622.6,2,0,0,0,0,0,13245.2
1546,1546,410530052024008,poll_2016_1,5605.0,206,172,2,1,2,30,1154630.0
1547,1547,410530052024013,poll_2016_1,4874.8,20,17,0,3,0,1,97496.0
1548,1548,410530052024019,poll_2016_1,4831.0,39,30,2,1,0,7,188409.0
1549,1549,410530052024021,poll_2016_1,5185.6,37,37,0,0,0,6,191867.2
1550,1550,410530053002013,poll_2016_1,6723.8,22,22,0,0,0,0,147923.6
1551,1551,410530053002018,poll_2016_1,5777.5,18,15,0,0,0,0,103995.0
1552,1552,410530053003011,poll_2016_3,10705.8,4,4,0,0,0,0,42823.2
1553,1553,410530053003012,poll_2016_1,7851.2,1,1,0,0,0,0,7851.2
1554,1554,410530053003015,poll_2016_3,10488.5,24,20,1,0,1,0,251724.0
1555,1555,410530053003019,poll_2016_3,10546.6,10,8,2,0,0,0,105466.0
1556,1556,410530053003022,poll_2016_3,9911.2,6,6,0,0,0,0,59467.200000000004
1557,1557,410530053003033,poll_2016_3,9585.4,30,26,0,2,1,0,287562.0
1558,1558,410530053003038,poll_2016_3,8890.9,30,29,0,0,1,0,266727.0
1559,1559,410530053003043,poll_2016_3,10607.1,24,21,0,0,3,2,254570.40000000002
1560,1560,410530053003047,poll_2016_3,9884.3,346,303,0,1,18,31,3419967.8
1561,1561,410530053004019,poll_2016_3,21127.8,161,157,0,4,0,3,3401575.8
1562,1562,410530053004022,poll_2016_3,20660.1,19,19,0,0,0,0,392541.89999999997
1563,1563,410530053004040,poll_2016_3,23025.9,16,15,0,0,1,0,368414.4
1564,1564,410530053005009,poll_2016_3,23025.9,102,96,0,0,4,4,2348641.8000000003
1565,1565,410530053005015,poll_2016_3,18364.3,20,19,0,0,1,0,367286.0
1566,1566,410530053005030,poll_2016_1,6396.3,19,19,0,0,0,0,121529.7
1567,1567,410530053005040,poll_2016_1,6337.6,4,4,0,0,0,0,25350.4
1568,1568,410530053005056,poll_2016_1,12388.1,7,4,0,3,0,0,86716.7
1569,1569,410530053005061,poll_2016_1,10373.2,48,35,0,0,1,6,497913.60000000003
1570,1570,410530053005090,poll_2016_1,6041.1,69,67,0,0,1,0,416835.9
1571,1571,410470002001013,poll_2016_1,2075.0,9,9,0,0,0,3,18675.0
1572,1572,410470002001017,poll_2016_1,1591.0,37,30,4,0,0,4,58867.0
1573,1573,410470002002003,poll_2016_1,756.3,131,108,0,2,8,11,99075.29999999999
1574,1574,410470002002005,poll_2016_1,1001.4,25,21,0,1,0,2,25035.0
1575,1575,410470002003039,poll_2016_1,831.0,681,586,14,6,41,44,565911.0
1576,1576,410470003001005,poll_2016_1,3275.3,32,27,0,4,0,4,104809.6
1577,1577,410470003001018,poll_2016_1,3298.2,3,3,0,0,0,0,9894.599999999999
1578,1578,410470003001024,poll_2016_1,2571.3,166,131,3,4,0,53,426835.80000000005
1579,1579,410470003002003,poll_2016_1,2339.4,13,13,0,0,0,0,30412.2
1580,1580,410470003002006,poll_2016_1,2228.5,40,34,0,6,0,2,89140.0
1581,1581,410470003003015,poll_2016_1,3234.6,21,19,1,0,0,6,67926.59999999999
1582,1582,410470003003024,poll_2016_1,3171.3,54,38,0,2,0,12,171250.2
1583,1583,410470003004003,poll_2016_1,3386.2,34,34,0,0,0,1,115130.79999999999
1584,1584,410470003004008,poll_2016_1,3098.9,49,27,0,1,0,24,151846.1
1585,1585,410470003004010,poll_2016_1,2981.4,28,28,0,0,0,3,83479.2
1586,1586,410470003004022,poll_2016_1,2654.3,19,16,0,0,0,5,50431.700000000004
1587,1587,410470003004023,poll_2016_1,2752.0,16,12,2,2,0,3,44032.0
1588,1588,410470004001002,poll_2016_1,5062.6,38,29,1,0,0,8,192378.80000000002
1589,1589,410470004001007,poll_2016_1,5193.4,34,34,0,0,0,0,176575.59999999998
1590,1590,410470004001023,poll_2016_1,4887.4,115,87,0,0,0,55,562051.0
1591,1591,410470004001026,poll_2016_1,4200.5,12,6,0,0,0,6,50406.0
1592,1592,410470004001042,poll_2016_1,3777.9,22,20,0,1,0,0,83113.8
1593,1593,410470004001047,poll_2016_1,4042.4,84,64,0,1,0,30,339561.60000000003
1594,1594,410470004001051,poll_2016_1,3487.2,5,5,0,0,0,0,17436.0
1595,1595,410470004001056,poll_2016_1,5058.6,32,28,0,0,0,5,161875.2
1596,1596,410470004002011,poll_2016_1,5970.8,221,173,6,5,3,39,1319546.8
1597,1597,410470004003006,410470016022,3619.2,232,147,6,2,1,70,839654.3999999999
1598,1598,410470005011002,410470016042,3590.2,270,202,0,6,0,77,969354.0
1599,1599,410470005011003,410470016042,3666.7,113,77,7,1,0,53,414337.1
1600,1600,410470005011011,410470016042,3176.0,19,18,0,0,0,1,60344.0
1601,1601,410470005012004,410470016022,1112.8,74,43,0,0,0,60,82347.2
1602,1602,410470005012011,410470016042,3199.7,61,41,0,0,1,31,195181.69999999998
1603,1603,410470005012012,410470016042,3580.4,72,35,5,0,0,55,257788.80000000002
1604,1604,410470005012013,410470016042,2265.9,279,170,16,2,0,113,632186.1
1605,1605,410470005012020,410470016042,2097.6,32,22,0,0,0,10,67123.2
1606,1606,410470005022004,410470016022,2819.2,29,28,0,0,0,15,81756.79999999999
1607,1607,410470005022009,410470016042,4241.7,155,88,4,6,0,109,657463.5
1608,1608,410470005022013,410470016022,4461.0,172,97,1,2,1,83,767292.0
1609,1609,410470005023011,410470016022,2414.7,73,32,0,5,0,37,176273.09999999998
1610,1610,410470005023014,410470016022,1836.8,118,68,0,0,0,86,216742.4
1611,1611,410470006001021,poll_2016_1,3254.8,14,14,0,0,0,0,45567.200000000004
1612,1612,410470006001022,poll_2016_1,2963.0,35,19,0,0,0,20,103705.0
1613,1613,410470006002003,poll_2016_1,2760.2,23,17,0,1,0,4,63484.6
1614,1614,410470006002011,poll_2016_1,2649.5,27,27,0,0,0,1,71536.5
1615,1615,410470006003000,poll_2016_1,2955.7,51,46,1,2,0,0,150740.69999999998
1616,1616,410470006003002,poll_2016_1,2472.2,33,26,0,2,0,5,81582.59999999999
1617,1617,410470006003014,poll_2016_1,1960.1,57,45,4,1,0,10,111725.7
1618,1618,410470007011003,410470016042,2080.9,4,0,0,0,0,4,8323.6
1619,1619,410470007011007,410470016042,2472.3,109,57,2,2,3,48,269480.7
1620,1620,410470007011025,410470016042,3567.5,24,23,0,0,1,0,85620.0
1621,1621,410470007013009,poll_2016_1,3368.3,2120,1599,281,74,30,257,7140796.0
1622,1622,410470007013020,poll_2016_1,2896.8,13,10,2,1,0,0,37658.4
1623,1623,410470009001000,poll_2016_1,3174.2,120,86,0,9,1,27,380904.0
1624,1624,410470009001006,poll_2016_1,2268.2,37,28,1,0,0,6,83923.4
1625,1625,410470009001015,poll_2016_1,2474.7,54,36,0,2,2,15,133633.8
1626,1626,410470009002001,poll_2016_3,5654.6,47,33,0,0,6,16,265766.2
1627,1627,410470009002002,poll_2016_3,5705.5,22,12,0,0,0,18,125521.0
1628,1628,410470009002008,poll_2016_3,4330.4,18,18,0,0,0,0,77947.2
1629,1629,410470009002022,poll_2016_3,5132.8,18,17,0,1,0,5,92390.40000000001
1630,1630,410470009002027,poll_2016_3,4255.1,14,12,0,0,0,2,59571.40000000001
1631,1631,410470009002028,poll_2016_3,3937.2,11,11,0,0,0,0,43309.2
1632,1632,410470009003001,poll_2016_3,4490.0,13,13,0,0,0,0,58370.0
1633,1633,410470009003020,poll_2016_3,4270.2,45,39,0,0,0,11,192159.0
1634,1634,410470009003024,poll_2016_3,4576.7,38,27,0,0,2,9,173914.6
1635,1635,410470009004015,poll_2016_1,1831.7,47,39,0,2,1,4,86089.90000000001
1636,1636,410470009004018,poll_2016_1,1493.9,11,7,0,0,0,4,16432.9
1637,1637,410470009005010,poll_2016_1,1839.5,49,49,0,0,0,0,90135.5
1638,1638,410470009007003,poll_2016_1,1150.4,46,32,0,0,5,5,52918.4
1639,1639,410470009007008,poll_2016_1,1359.6,71,62,0,1,4,1,96531.59999999999
1640,1640,410470010001014,poll_2016_3,3508.2,12,6,2,0,0,2,42098.399999999994
1641,1641,410470010001019,poll_2016_3,3686.9,25,10,1,0,0,21,92172.5
1642,1642,410470010001020,poll_2016_3,3767.0,22,20,0,1,0,5,82874.0
1643,1643,410470010001036,poll_2016_3,3871.0,24,17,0,0,0,7,92904.0
1644,1644,410470010002019,poll_2016_3,2483.6,1,1,0,0,0,0,2483.6
1645,1645,410470010002021,poll_2016_3,2527.7,16,12,0,0,0,7,40443.2
1646,1646,410470010002026,poll_2016_3,3279.8,20,10,0,0,8,1,65596.0
1647,1647,410470010002032,poll_2016_3,2063.5,41,26,0,1,0,15,84603.5
1648,1648,410470010003053,poll_2016_3,4538.4,2,2,0,0,0,0,9076.8
1649,1649,410470010003081,poll_2016_1,6700.8,2,2,0,0,0,0,13401.6
1650,1650,410470010003088,poll_2016_1,6105.4,13,13,0,0,0,0,79370.2
1651,1651,410470011001003,poll_2016_3,1449.9,46,46,0,0,0,1,66695.40000000001
1652,1652,410470011001013,poll_2016_3,1890.4,128,105,4,6,1,8,241971.2
1653,1653,410470011001020,poll_2016_3,1935.8,90,84,0,5,0,11,174222.0
1654,1654,410470011002003,poll_2016_3,1702.3,84,78,5,1,0,5,142993.19999999998
1655,1655,410470011002007,poll_2016_3,1350.9,31,31,0,0,0,0,41877.9
1656,1656,410470011003004,poll_2016_3,507.1,173,153,2,1,6,9,87728.3
1657,1657,410470012001008,poll_2016_3,2929.3,64,50,3,1,3,9,187475.2
1658,1658,410470012001010,poll_2016_3,2681.3,4,4,0,0,0,0,10725.2
1659,1659,410470012001029,poll_2016_3,2277.6,6,6,0,0,0,0,13665.599999999999
1660,1660,410470012001035,poll_2016_3,1709.5,44,44,0,0,0,0,75218.0
1661,1661,410470012001040,poll_2016_1,2404.1,30,24,0,5,0,1,72123.0
1662,1662,410470012001066,poll_2016_3,1595.3,28,26,0,0,0,6,44668.4
1663,1663,410470012002021,poll_2016_3,1472.7,25,25,0,0,0,0,36817.5
1664,1664,410470012002036,poll_2016_3,963.0,40,34,0,0,1,0,38520.0
1665,1665,410470012002037,poll_2016_3,1350.9,118,103,2,0,9,3,159406.2
1666,1666,410470012002038,poll_2016_3,1257.5,26,25,0,0,1,1,32695.0
1667,1667,410470012002045,poll_2016_3,1600.9,22,19,0,0,0,3,35219.8
1668,1668,410470013001017,poll_2016_3,1517.2,7,7,0,0,0,0,10620.4
1669,1669,410470013001018,poll_2016_3,1158.2,26,19,0,6,0,1,30113.2
1670,1670,410470013001031,poll_2016_3,2938.3,1,1,0,0,0,0,2938.3
1671,1671,410470013001032,poll_2016_3,2973.6,750,669,4,7,17,69,2230200.0
1672,1672,410470013001033,poll_2016_3,2245.2,46,43,0,0,0,7,103279.2
1673,1673,410470013002002,poll_2016_1,1674.7,30,29,0,1,0,3,50241.0
1674,1674,410470013002007,poll_2016_1,2193.1,85,60,1,5,3,18,186413.5
1675,1675,410470013002017,poll_2016_1,2078.4,9,4,0,0,0,5,18705.600000000002
1676,1676,410470013002019,poll_2016_3,2047.4,15,15,0,0,0,0,30711.0
1677,1677,410470013002028,poll_2016_3,1931.8,26,24,1,0,0,0,50226.799999999996
1678,1678,410470013002050,poll_2016_3,1374.3,11,10,0,1,0,0,15117.3
1679,1679,410470013003007,poll_2016_3,957.1,28,27,0,0,0,1,26798.8
1680,1680,410470013003010,poll_2016_3,1188.8,28,28,0,0,0,0,33286.4
1681,1681,410470014011015,410470016022,9248.4,54,48,0,1,5,0,499413.6
1682,1682,410470014012022,410470016022,8472.8,24,22,1,0,0,1,203347.19999999998
1683,1683,410470014013019,410470016022,7001.3,190,140,1,5,0,67,1330247.0
1684,1684,410470014021003,410470016022,7595.3,106,88,0,3,1,15,805101.8
1685,1685,410470014021005,410470016022,8089.4,54,46,3,1,4,9,436827.6
1686,1686,410470014021010,410470016022,8686.5,32,32,0,0,0,2,277968.0
1687,1687,410470014022003,410470016022,7517.4,205,169,3,0,1,36,1541067.0
1688,1688,410470014022007,410470016022,6760.8,76,69,0,0,0,6,513820.8
1689,1689,410470014022015,410470016022,6853.8,54,52,0,1,1,0,370105.2
1690,1690,410470014022018,410470016022,6345.5,31,25,0,0,0,7,196710.5
1691,1691,410470014022023,poll_2016_1,6974.8,108,78,5,4,4,21,753278.4
1692,1692,410470014023002,poll_2016_1,6804.6,35,31,0,1,1,0,238161.0
1693,1693,410470014023013,410470016022,6382.1,39,37,0,0,0,6,248901.90000000002
1694,1694,410470014023022,poll_2016_1,6051.4,97,70,0,2,1,30,586985.7999999999
1695,1695,410470014023041,410470016022,6928.1,127,93,4,6,0,31,879868.7000000001
1696,1696,410470015011005,410470016022,6849.1,92,89,0,0,0,14,630117.2000000001
1697,1697,410470015012001,410470016042,9013.7,66,54,0,0,0,15,594904.2000000001
1698,1698,410470015012003,410470016042,9193.9,121,116,1,0,1,10,1112461.9
1699,1699,410470015012013,410470016022,6274.8,258,237,1,1,7,19,1618898.4000000001
1700,1700,410470015021022,410470016022,4777.3,154,105,0,0,2,88,735704.2000000001
1701,1701,410470015022006,410470016022,5763.9,16,16,0,0,0,5,92222.4
1702,1702,410470015023003,410470016022,6399.2,17,17,0,0,0,0,108786.4
1703,1703,410470015023009,410470016022,6308.2,4,4,0,0,0,1,25232.8
1704,1704,410470015031009,410470016022,5602.3,59,42,0,0,0,29,330535.7
1705,1705,410470015033010,410470016022,6270.3,255,193,1,0,1,72,1598926.5
1706,1706,410470015033019,410470016022,5307.8,46,37,0,0,1,7,244158.80000000002
1707,1707,410470015033023,410470016022,5107.4,67,57,2,0,1,14,342195.8
1708,1708,410470016011028,410470016022,2181.7,21,17,1,0,3,0,45815.7
1709,1709,410470016012013,410470016022,3139.7,5,0,0,0,5,0,15698.5
1710,1710,410470016012022,410470016022,2894.8,14,14,0,0,0,0,40527.200000000004
1711,1711,410470016012025,410470016022,3706.6,12,10,0,1,0,1,44479.2
1712,1712,410470016012027,410470016022,4501.8,252,190,4,1,14,65,1134453.6
1713,1713,410470016012029,poll_2016_6,3587.1,115,86,0,4,15,21,412516.5
1714,1714,410470016012039,410470016022,3143.5,21,21,0,0,0,4,66013.5
1715,1715,410470016013012,poll_2016_6,2566.4,143,121,0,3,0,12,366995.2
1716,1716,410470016021001,410470016022,1537.4,37,21,0,0,0,16,56883.8
1717,1717,410470016021021,410470016022,867.9,3,0,0,0,0,3,2603.7
1718,1718,410470016021029,410470016022,960.4,27,22,1,0,0,9,25930.8
1719,1719,410470016022001,410470016022,853.4,185,116,3,14,1,76,157879.0
1720,1720,410470016024000,poll_2016_6,2481.7,28,24,1,0,3,6,69487.59999999999
1721,1721,410470016024003,poll_2016_6,2862.5,25,18,0,0,0,10,71562.5
1722,1722,410470016025001,410470016022,2801.5,72,58,0,0,8,4,201708.0
1723,1723,410470016025003,410470016022,2180.6,79,35,1,0,1,67,172267.4
1724,1724,410470016031016,poll_2016_6,3963.0,258,165,0,4,23,85,1022454.0
1725,1725,410470016031017,poll_2016_6,3902.2,53,35,0,0,11,9,206816.59999999998
1726,1726,410470016031023,poll_2016_6,3264.8,37,23,0,0,2,20,120797.6
1727,1727,410470016031027,poll_2016_6,2857.4,78,58,0,0,0,25,222877.2
1728,1728,410470016031036,poll_2016_6,1692.2,138,126,1,5,0,14,233523.6
1729,1729,410470016031040,poll_2016_6,1867.2,1,1,0,0,0,0,1867.2
1730,1730,410470016032004,poll_2016_6,1755.1,38,23,0,0,0,19,66693.8
1731,1731,410470016032011,poll_2016_6,1807.3,15,8,0,0,7,0,27109.5
1732,1732,410470016033006,poll_2016_6,1166.2,300,148,0,3,5,186,349860.0
1733,1733,410470016034006,poll_2016_6,1699.6,27,14,0,0,0,15,45889.2
1734,1734,410470016041008,410470016022,786.3,7,6,1,0,0,0,5504.099999999999
1735,1735,410470016041032,410470016042,921.9,95,46,5,0,15,43,87580.5
1736,1736,410470016042009,410470016042,165.3,45,30,1,0,2,14,7438.500000000001
1737,1737,410470016042010,410470016022,1544.6,10,10,0,0,0,0,15446.0
1738,1738,410470016042016,410470016042,3179.7,45,39,0,0,0,32,143086.5
1739,1739,410470016042018,410470016042,606.0,51,42,0,0,0,20,30906.0
1740,1740,410470016042021,410470016042,1005.7,85,31,0,0,2,46,85484.5
1741,1741,410470016043004,poll_2016_6,2129.1,66,58,0,0,8,4,140520.6
1742,1742,410470016043007,poll_2016_6,2708.3,256,174,6,4,27,86,693324.8
1743,1743,410470016043009,poll_2016_6,2668.3,89,44,1,1,5,56,237478.7
1744,1744,410470016043016,410470016042,2540.1,164,94,0,4,15,76,416576.39999999997
1745,1745,410470016044003,poll_2016_6,1733.8,30,19,0,0,0,15,52014.0
1746,1746,410470016044005,poll_2016_6,1857.6,531,450,7,11,13,55,986385.6
1747,1747,410470017011003,410470016042,1451.6,234,167,1,1,45,33,339674.39999999997
1748,1748,410470017011009,410470016042,2456.1,34,21,0,0,3,20,83507.4
1749,1749,410470017012022,410470016042,3243.0,107,78,0,0,2,49,347001.0
1750,1750,410470017013002,410470016042,3813.5,287,176,5,4,31,111,1094474.5
1751,1751,410470017013007,410470016042,3393.4,46,31,0,1,0,17,156096.4
1752,1752,410470017013008,410470016042,3539.0,8,1,0,0,0,7,28312.0
1753,1753,410470017013012,410470016042,3914.4,10,10,0,0,0,0,39144.0
1754,1754,410470017023001,410470016042,3369.6,78,61,2,0,0,45,262828.8
1755,1755,410470017023004,410470016042,3386.9,9,9,0,0,0,0,30482.100000000002
1756,1756,410470017023006,410470016042,2663.7,5,2,0,0,0,3,13318.5
1757,1757,410470017023017,410470016042,3442.7,27,24,0,0,1,8,92952.9
1758,1758,410470017032000,poll_2016_6,4688.3,61,57,0,0,1,13,285986.3
1759,1759,410470018011013,410470016042,5097.1,49,24,1,1,0,27,249757.90000000002
1760,1760,410470018011018,410470016042,4006.3,25,18,1,0,0,6,100157.5
1761,1761,410470018012001,410470016042,4586.7,30,12,0,1,0,19,137601.0
1762,1762,410470018012008,410470016042,5466.0,13,12,0,0,0,0,71058.0
1763,1763,410470018012021,410470016042,4527.8,48,39,0,0,1,10,217334.40000000002
1764,1764,410470018013012,410470016042,5948.5,80,72,0,1,0,6,475880.0
1765,1765,410470018021007,poll_2016_6,5385.4,36,33,0,0,0,16,193874.4
1766,1766,410470018021014,poll_2016_6,5854.8,54,20,0,0,0,37,316159.2
1767,1767,410470018021021,poll_2016_6,7611.8,51,32,0,0,0,15,388201.8
1768,1768,410470018022000,poll_2016_6,5496.7,85,40,0,0,1,57,467219.5
1769,1769,410470018024001,poll_2016_6,7631.0,21,17,0,0,0,3,160251.0
1770,1770,410470018024003,poll_2016_6,7689.4,59,43,1,1,0,12,453674.6
1771,1771,410470018024019,poll_2016_1,7578.0,169,88,9,0,8,78,1280682.0
1772,1772,410470018025009,poll_2016_6,7477.3,133,81,8,0,2,23,994480.9
1773,1773,410470018032007,poll_2016_1,10120.8,6,6,0,0,0,0,60724.799999999996
1774,1774,410470018032077,school_523,8023.0,114,102,1,0,5,5,914622.0
1775,1775,410470020001002,school_523,2291.5,50,45,2,1,2,0,114575.0
1776,1776,410470020001003,school_523,2381.1,6,4,0,1,0,0,14286.599999999999
1777,1777,410470020001007,poll_2016_3,3011.1,117,104,0,3,7,3,352298.7
1778,1778,410470020001008,school_523,2448.2,1279,1059,20,20,21,156,3131247.8
1779,1779,410470020001010,school_523,2448.2,4,4,0,0,0,0,9792.8
1780,1780,410470020001021,school_523,1847.1,114,89,0,1,2,23,210569.4
1781,1781,410470020002000,poll_2016_3,4313.5,39,34,0,0,0,5,168226.5
1782,1782,410470020002001,school_523,3800.6,71,70,0,0,0,2,269842.6
1783,1783,410470020002008,school_523,3070.6,28,24,0,0,1,9,85976.8
1784,1784,410470020002009,school_523,2943.3,88,69,10,0,1,9,259010.40000000002
1785,1785,410470020002016,school_523,4157.7,88,69,0,1,12,9,365877.6
1786,1786,410470020002018,school_523,4187.9,37,28,5,0,4,0,154952.3
1787,1787,410470020002022,school_523,4226.7,30,27,0,0,1,2,126801.0
1788,1788,410470020002023,school_523,4540.0,74,66,0,0,0,8,335960.0
1789,1789,410470020003004,school_523,4469.9,28,24,0,0,0,0,125157.19999999998
1790,1790,410470020003018,school_523,5447.4,60,59,0,0,0,2,326844.0
1791,1791,410470020004003,school_523,5562.6,8,5,0,0,0,3,44500.8
1792,1792,410470020004016,school_523,5514.1,15,15,0,0,0,0,82711.5
1793,1793,410470020004023,school_523,4828.8,92,68,4,1,5,12,444249.60000000003
1794,1794,410470020004041,school_523,5295.1,25,24,0,1,0,3,132377.5
1795,1795,410470021011006,poll_2016_3,501.3,91,79,1,1,2,13,45618.3
1796,1796,410470021012005,poll_2016_4,1274.4,9,8,1,0,0,0,11469.6
1797,1797,410470021021006,school_523,600.7,103,83,0,1,9,12,61872.100000000006
1798,1798,410470021022005,poll_2016_4,725.5,79,71,0,5,0,3,57314.5
1799,1799,410470021024002,410470021022,1301.9,43,43,0,0,0,0,55981.700000000004
1800,1800,410470021024006,410470021022,1095.3,44,38,0,1,2,2,48193.2
1801,1801,410470021024011,410470021022,1206.1,30,28,0,1,0,1,36183.0
1802,1802,410470021024024,410470021022,2349.8,22,22,0,0,0,1,51695.600000000006
1803,1803,410470022011012,poll_2016_3,1976.8,24,23,0,0,0,0,47443.2
1804,1804,410470022011030,poll_2016_3,897.3,10,9,0,0,0,0,8973.0
1805,1805,410470022012004,poll_2016_3,1768.3,199,176,0,4,2,21,351891.7
1806,1806,410470022012005,poll_2016_3,2567.5,80,78,0,0,2,0,205400.0
1807,1807,410470022021007,poll_2016_3,3022.1,38,30,0,0,0,7,114839.8
1808,1808,410470022021034,poll_2016_4,748.0,52,44,0,4,4,10,38896.0
1809,1809,410470022021035,poll_2016_4,975.0,120,107,5,1,1,3,117000.0
1810,1810,410470022023000,poll_2016_4,642.9,489,449,6,4,8,38,314378.1
1811,1811,410470022023002,poll_2016_4,774.5,20,20,0,0,0,1,15490.0
1812,1812,410470022023015,poll_2016_4,1296.4,104,91,0,2,3,6,134825.6
1813,1813,410470022023021,poll_2016_4,1355.6,19,17,0,0,0,0,25756.399999999998
