"GEO_ID","NAME","P4_001N","P4_001NA","P4_002N","P4_002NA","P4_003N","P4_003NA","P4_004N","P4_004NA","P4_005N","P4_005NA","P4_006N","P4_006NA","P4_007N","P4_007NA","P4_008N","P4_008NA","P4_009N","P4_009NA","P4_010N","P4_010NA","P4_011N","P4_011NA","P4_012N","P4_012NA","P4_013N","P4_013NA","P4_014N","P4_014NA","P4_015N","P4_015NA","P4_016N","P4_016NA","P4_017N","P4_017NA","P4_018N","P4_018NA","P4_019N","P4_019NA","P4_020N","P4_020NA","P4_021N","P4_021NA","P4_022N","P4_022NA","P4_023N","P4_023NA","P4_024N","P4_024NA","P4_025N","P4_025NA","P4_026N","P4_026NA","P4_027N","P4_027NA","P4_028N","P4_028NA","P4_029N","P4_029NA","P4_030N","P4_030NA","P4_031N","P4_031NA","P4_032N","P4_032NA","P4_033N","P4_033NA","P4_034N","P4_034NA","P4_035N","P4_035NA","P4_036N","P4_036NA","P4_037N","P4_037NA","P4_038N","P4_038NA","P4_039N","P4_039NA","P4_040N","P4_040NA","P4_041N","P4_041NA","P4_042N","P4_042NA","P4_043N","P4_043NA","P4_044N","P4_044NA","P4_045N","P4_045NA","P4_046N","P4_046NA","P4_047N","P4_047NA","P4_048N","P4_048NA","P4_049N","P4_049NA","P4_050N","P4_050NA","P4_051N","P4_051NA","P4_052N","P4_052NA","P4_053N","P4_053NA","P4_054N","P4_054NA","P4_055N","P4_055NA","P4_056N","P4_056NA","P4_057N","P4_057NA","P4_058N","P4_058NA","P4_059N","P4_059NA","P4_060N","P4_060NA","P4_061N","P4_061NA","P4_062N","P4_062NA","P4_063N","P4_063NA","P4_064N","P4_064NA","P4_065N","P4_065NA","P4_066N","P4_066NA","P4_067N","P4_067NA","P4_068N","P4_068NA","P4_069N","P4_069NA","P4_070N","P4_070NA","P4_071N","P4_071NA","P4_072N","P4_072NA","P4_073N","P4_073NA",
"1500000US131350505361","Block Group 1, Census Tract 505.36, Gwinnett County, Georgia","1693","null","523","null","1170","null","1114","null","351","null","475","null","3","null","281","null","1","null","3","null","56","null","51","null","12","null","4","null","15","null","0","null","2","null","2","null","2","null","0","null","11","null","0","null","0","null","0","null","3","null","0","null","0","null","5","null","4","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505362","Block Group 2, Census Tract 505.36, Gwinnett County, Georgia","1856","null","425","null","1431","null","1373","null","444","null","679","null","3","null","234","null","0","null","13","null","58","null","55","null","20","null","11","null","8","null","0","null","3","null","3","null","2","null","3","null","4","null","0","null","0","null","0","null","0","null","0","null","1","null","3","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505363","Block Group 3, Census Tract 505.36, Gwinnett County, Georgia","1564","null","741","null","823","null","813","null","345","null","366","null","5","null","84","null","0","null","13","null","10","null","8","null","1","null","4","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505371","Block Group 1, Census Tract 505.37, Gwinnett County, Georgia","1007","null","255","null","752","null","717","null","206","null","403","null","7","null","90","null","0","null","11","null","35","null","31","null","7","null","2","null","14","null","0","null","0","null","2","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505372","Block Group 2, Census Tract 505.37, Gwinnett County, Georgia","1474","null","341","null","1133","null","1090","null","170","null","851","null","5","null","55","null","0","null","9","null","43","null","41","null","22","null","4","null","2","null","0","null","3","null","4","null","2","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505373","Block Group 3, Census Tract 505.37, Gwinnett County, Georgia","1756","null","496","null","1260","null","1187","null","337","null","698","null","2","null","143","null","0","null","7","null","73","null","65","null","21","null","12","null","16","null","0","null","3","null","0","null","8","null","0","null","4","null","0","null","0","null","0","null","0","null","1","null","0","null","7","null","3","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505391","Block Group 1, Census Tract 505.39, Gwinnett County, Georgia","1481","null","731","null","750","null","708","null","201","null","316","null","6","null","177","null","0","null","8","null","42","null","40","null","5","null","9","null","16","null","0","null","1","null","3","null","3","null","0","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505392","Block Group 2, Census Tract 505.39, Gwinnett County, Georgia","1046","null","638","null","408","null","365","null","124","null","137","null","0","null","97","null","0","null","7","null","43","null","43","null","9","null","11","null","11","null","0","null","2","null","5","null","1","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505393","Block Group 3, Census Tract 505.39, Gwinnett County, Georgia","1800","null","738","null","1062","null","1029","null","178","null","617","null","9","null","213","null","0","null","12","null","33","null","27","null","9","null","0","null","6","null","0","null","1","null","4","null","4","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505411","Block Group 1, Census Tract 505.41, Gwinnett County, Georgia","1168","null","421","null","747","null","714","null","104","null","552","null","1","null","54","null","0","null","3","null","33","null","30","null","8","null","5","null","1","null","2","null","0","null","4","null","5","null","0","null","4","null","0","null","0","null","0","null","0","null","1","null","0","null","3","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505412","Block Group 2, Census Tract 505.41, Gwinnett County, Georgia","1072","null","506","null","566","null","536","null","155","null","324","null","3","null","47","null","0","null","7","null","30","null","30","null","4","null","2","null","0","null","0","null","0","null","19","null","0","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505413","Block Group 3, Census Tract 505.41, Gwinnett County, Georgia","1348","null","507","null","841","null","806","null","236","null","495","null","3","null","60","null","0","null","12","null","35","null","35","null","6","null","4","null","2","null","1","null","0","null","4","null","13","null","0","null","3","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505421","Block Group 1, Census Tract 505.42, Gwinnett County, Georgia","330","null","32","null","298","null","285","null","77","null","159","null","0","null","48","null","1","null","0","null","13","null","13","null","4","null","0","null","4","null","0","null","0","null","2","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505422","Block Group 2, Census Tract 505.42, Gwinnett County, Georgia","1075","null","301","null","774","null","751","null","159","null","441","null","0","null","144","null","1","null","6","null","23","null","21","null","9","null","0","null","0","null","0","null","0","null","2","null","6","null","0","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505423","Block Group 3, Census Tract 505.42, Gwinnett County, Georgia","905","null","159","null","746","null","713","null","57","null","265","null","5","null","376","null","2","null","8","null","33","null","29","null","11","null","0","null","10","null","0","null","4","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505424","Block Group 4, Census Tract 505.42, Gwinnett County, Georgia","2010","null","602","null","1408","null","1352","null","243","null","923","null","2","null","176","null","0","null","8","null","56","null","53","null","12","null","3","null","1","null","0","null","7","null","5","null","18","null","0","null","6","null","0","null","0","null","0","null","1","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505491","Block Group 1, Census Tract 505.49, Gwinnett County, Georgia","1273","null","363","null","910","null","878","null","526","null","241","null","5","null","100","null","5","null","1","null","32","null","32","null","11","null","5","null","7","null","0","null","2","null","3","null","1","null","0","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505492","Block Group 2, Census Tract 505.49, Gwinnett County, Georgia","1560","null","381","null","1179","null","1144","null","536","null","272","null","0","null","326","null","0","null","10","null","35","null","34","null","8","null","9","null","6","null","0","null","7","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505493","Block Group 3, Census Tract 505.49, Gwinnett County, Georgia","1118","null","124","null","994","null","968","null","561","null","140","null","1","null","261","null","0","null","5","null","26","null","25","null","7","null","6","null","5","null","0","null","4","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505501","Block Group 1, Census Tract 505.50, Gwinnett County, Georgia","999","null","392","null","607","null","579","null","258","null","232","null","1","null","81","null","0","null","7","null","28","null","27","null","7","null","5","null","0","null","0","null","7","null","3","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505502","Block Group 2, Census Tract 505.50, Gwinnett County, Georgia","1430","null","594","null","836","null","804","null","387","null","325","null","6","null","76","null","0","null","10","null","32","null","30","null","14","null","9","null","1","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505503","Block Group 3, Census Tract 505.50, Gwinnett County, Georgia","633","null","201","null","432","null","432","null","221","null","103","null","0","null","106","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505511","Block Group 1, Census Tract 505.51, Gwinnett County, Georgia","1753","null","255","null","1498","null","1452","null","456","null","354","null","0","null","633","null","0","null","9","null","46","null","41","null","9","null","1","null","17","null","1","null","1","null","0","null","0","null","1","null","6","null","0","null","0","null","0","null","3","null","2","null","0","null","5","null","1","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505512","Block Group 2, Census Tract 505.51, Gwinnett County, Georgia","1418","null","618","null","800","null","778","null","193","null","405","null","0","null","173","null","0","null","7","null","22","null","18","null","2","null","3","null","0","null","0","null","2","null","0","null","3","null","1","null","5","null","0","null","0","null","0","null","0","null","1","null","1","null","4","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505521","Block Group 1, Census Tract 505.52, Gwinnett County, Georgia","1647","null","397","null","1250","null","1201","null","568","null","345","null","7","null","275","null","0","null","6","null","49","null","47","null","6","null","10","null","10","null","0","null","14","null","5","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505522","Block Group 2, Census Tract 505.52, Gwinnett County, Georgia","1441","null","193","null","1248","null","1222","null","596","null","236","null","0","null","386","null","0","null","4","null","26","null","21","null","5","null","4","null","6","null","0","null","3","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","5","null","1","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505531","Block Group 1, Census Tract 505.53, Gwinnett County, Georgia","1807","null","200","null","1607","null","1559","null","854","null","296","null","2","null","402","null","0","null","5","null","48","null","44","null","17","null","12","null","8","null","0","null","1","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","2","null","0","null","4","null","0","null","1","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505532","Block Group 2, Census Tract 505.53, Gwinnett County, Georgia","1077","null","319","null","758","null","720","null","311","null","218","null","0","null","184","null","3","null","4","null","38","null","38","null","3","null","9","null","3","null","0","null","11","null","0","null","0","null","0","null","11","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505541","Block Group 1, Census Tract 505.54, Gwinnett County, Georgia","1492","null","527","null","965","null","934","null","181","null","357","null","0","null","385","null","4","null","7","null","31","null","29","null","14","null","4","null","5","null","1","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505542","Block Group 2, Census Tract 505.54, Gwinnett County, Georgia","762","null","331","null","431","null","422","null","83","null","129","null","0","null","208","null","0","null","2","null","9","null","9","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505543","Block Group 3, Census Tract 505.54, Gwinnett County, Georgia","1076","null","616","null","460","null","435","null","95","null","178","null","3","null","158","null","0","null","1","null","25","null","23","null","4","null","4","null","7","null","0","null","1","null","2","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","2","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505551","Block Group 1, Census Tract 505.55, Gwinnett County, Georgia","1197","null","289","null","908","null","883","null","209","null","215","null","0","null","451","null","0","null","8","null","25","null","25","null","5","null","4","null","11","null","0","null","4","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505552","Block Group 2, Census Tract 505.55, Gwinnett County, Georgia","1133","null","418","null","715","null","702","null","103","null","209","null","4","null","375","null","2","null","9","null","13","null","13","null","2","null","5","null","2","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505553","Block Group 3, Census Tract 505.55, Gwinnett County, Georgia","1027","null","239","null","788","null","778","null","204","null","225","null","0","null","347","null","0","null","2","null","10","null","8","null","2","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505561","Block Group 1, Census Tract 505.56, Gwinnett County, Georgia","2282","null","927","null","1355","null","1305","null","352","null","525","null","6","null","408","null","1","null","13","null","50","null","49","null","18","null","8","null","5","null","1","null","4","null","0","null","6","null","0","null","4","null","0","null","0","null","0","null","1","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null",
"1500000US131350505562","Block Group 2, Census Tract 505.56, Gwinnett County, Georgia","1213","null","617","null","596","null","574","null","166","null","304","null","0","null","91","null","0","null","13","null","22","null","22","null","17","null","1","null","1","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505563","Block Group 3, Census Tract 505.56, Gwinnett County, Georgia","621","null","177","null","444","null","440","null","111","null","207","null","0","null","121","null","0","null","1","null","4","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350505571","Block Group 1, Census Tract 505.57, Gwinnett County, Georgia","978","null","378","null","600","null","590","null","264","null","169","null","4","null","146","null","0","null","7","null","10","null","9","null","2","null","2","null","3","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
