"GEO_ID","NAME","P4_001N","P4_001NA","P4_002N","P4_002NA","P4_003N","P4_003NA","P4_004N","P4_004NA","P4_005N","P4_005NA","P4_006N","P4_006NA","P4_007N","P4_007NA","P4_008N","P4_008NA","P4_009N","P4_009NA","P4_010N","P4_010NA","P4_011N","P4_011NA","P4_012N","P4_012NA","P4_013N","P4_013NA","P4_014N","P4_014NA","P4_015N","P4_015NA","P4_016N","P4_016NA","P4_017N","P4_017NA","P4_018N","P4_018NA","P4_019N","P4_019NA","P4_020N","P4_020NA","P4_021N","P4_021NA","P4_022N","P4_022NA","P4_023N","P4_023NA","P4_024N","P4_024NA","P4_025N","P4_025NA","P4_026N","P4_026NA","P4_027N","P4_027NA","P4_028N","P4_028NA","P4_029N","P4_029NA","P4_030N","P4_030NA","P4_031N","P4_031NA","P4_032N","P4_032NA","P4_033N","P4_033NA","P4_034N","P4_034NA","P4_035N","P4_035NA","P4_036N","P4_036NA","P4_037N","P4_037NA","P4_038N","P4_038NA","P4_039N","P4_039NA","P4_040N","P4_040NA","P4_041N","P4_041NA","P4_042N","P4_042NA","P4_043N","P4_043NA","P4_044N","P4_044NA","P4_045N","P4_045NA","P4_046N","P4_046NA","P4_047N","P4_047NA","P4_048N","P4_048NA","P4_049N","P4_049NA","P4_050N","P4_050NA","P4_051N","P4_051NA","P4_052N","P4_052NA","P4_053N","P4_053NA","P4_054N","P4_054NA","P4_055N","P4_055NA","P4_056N","P4_056NA","P4_057N","P4_057NA","P4_058N","P4_058NA","P4_059N","P4_059NA","P4_060N","P4_060NA","P4_061N","P4_061NA","P4_062N","P4_062NA","P4_063N","P4_063NA","P4_064N","P4_064NA","P4_065N","P4_065NA","P4_066N","P4_066NA","P4_067N","P4_067NA","P4_068N","P4_068NA","P4_069N","P4_069NA","P4_070N","P4_070NA","P4_071N","P4_071NA","P4_072N","P4_072NA","P4_073N","P4_073NA",
"1500000US131350502212","Block Group 2, Census Tract 502.21, Gwinnett County, Georgia","1766","null","554","null","1212","null","1175","null","486","null","274","null","0","null","397","null","0","null","18","null","37","null","35","null","3","null","7","null","14","null","0","null","0","null","0","null","8","null","0","null","0","null","0","null","0","null","0","null","2","null","1","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502221","Block Group 1, Census Tract 502.22, Gwinnett County, Georgia","948","null","110","null","838","null","816","null","403","null","81","null","0","null","322","null","0","null","10","null","22","null","21","null","2","null","7","null","7","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502222","Block Group 2, Census Tract 502.22, Gwinnett County, Georgia","1043","null","158","null","885","null","842","null","140","null","297","null","0","null","392","null","0","null","13","null","43","null","43","null","12","null","12","null","15","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502223","Block Group 3, Census Tract 502.22, Gwinnett County, Georgia","1151","null","264","null","887","null","864","null","286","null","199","null","3","null","369","null","0","null","7","null","23","null","23","null","5","null","5","null","8","null","0","null","4","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502224","Block Group 4, Census Tract 502.22, Gwinnett County, Georgia","1063","null","108","null","955","null","929","null","508","null","106","null","1","null","314","null","0","null","0","null","26","null","25","null","7","null","9","null","2","null","0","null","3","null","0","null","0","null","0","null","2","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502231","Block Group 1, Census Tract 502.23, Gwinnett County, Georgia","767","null","67","null","700","null","667","null","434","null","71","null","5","null","157","null","0","null","0","null","33","null","33","null","1","null","6","null","10","null","0","null","15","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502232","Block Group 2, Census Tract 502.23, Gwinnett County, Georgia","1562","null","159","null","1403","null","1335","null","599","null","432","null","3","null","291","null","1","null","9","null","68","null","68","null","17","null","16","null","4","null","0","null","13","null","7","null","5","null","0","null","5","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502233","Block Group 3, Census Tract 502.23, Gwinnett County, Georgia","2238","null","284","null","1954","null","1901","null","1003","null","447","null","5","null","419","null","0","null","27","null","53","null","49","null","20","null","3","null","16","null","0","null","4","null","1","null","1","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502241","Block Group 1, Census Tract 502.24, Gwinnett County, Georgia","974","null","128","null","846","null","817","null","257","null","227","null","5","null","319","null","2","null","7","null","29","null","26","null","4","null","4","null","4","null","0","null","10","null","0","null","0","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502242","Block Group 2, Census Tract 502.24, Gwinnett County, Georgia","2049","null","136","null","1913","null","1855","null","1017","null","188","null","5","null","630","null","2","null","13","null","58","null","45","null","14","null","7","null","10","null","0","null","7","null","0","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","0","null","0","null","13","null","11","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502251","Block Group 1, Census Tract 502.25, Gwinnett County, Georgia","1589","null","183","null","1406","null","1359","null","766","null","444","null","2","null","137","null","0","null","10","null","47","null","39","null","20","null","6","null","1","null","0","null","4","null","1","null","0","null","3","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","3","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502252","Block Group 2, Census Tract 502.25, Gwinnett County, Georgia","1099","null","156","null","943","null","920","null","471","null","286","null","0","null","153","null","0","null","10","null","23","null","21","null","6","null","6","null","0","null","0","null","6","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502253","Block Group 3, Census Tract 502.25, Gwinnett County, Georgia","764","null","214","null","550","null","530","null","305","null","158","null","0","null","66","null","0","null","1","null","20","null","19","null","0","null","4","null","10","null","0","null","2","null","0","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502261","Block Group 1, Census Tract 502.26, Gwinnett County, Georgia","1035","null","197","null","838","null","813","null","356","null","225","null","0","null","228","null","0","null","4","null","25","null","21","null","9","null","6","null","1","null","0","null","2","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502262","Block Group 2, Census Tract 502.26, Gwinnett County, Georgia","1766","null","460","null","1306","null","1252","null","558","null","451","null","5","null","221","null","2","null","15","null","54","null","51","null","13","null","3","null","17","null","0","null","13","null","3","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502271","Block Group 1, Census Tract 502.27, Gwinnett County, Georgia","1744","null","296","null","1448","null","1380","null","1035","null","231","null","0","null","107","null","0","null","7","null","68","null","65","null","19","null","10","null","19","null","0","null","10","null","1","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502281","Block Group 1, Census Tract 502.28, Gwinnett County, Georgia","1396","null","258","null","1138","null","1078","null","261","null","500","null","3","null","298","null","0","null","16","null","60","null","51","null","8","null","7","null","5","null","0","null","9","null","6","null","2","null","0","null","12","null","0","null","0","null","0","null","0","null","2","null","0","null","8","null","6","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502282","Block Group 2, Census Tract 502.28, Gwinnett County, Georgia","1150","null","134","null","1016","null","975","null","463","null","386","null","3","null","120","null","2","null","1","null","41","null","40","null","12","null","8","null","9","null","0","null","4","null","5","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502283","Block Group 3, Census Tract 502.28, Gwinnett County, Georgia","1029","null","154","null","875","null","855","null","235","null","519","null","3","null","95","null","0","null","3","null","20","null","18","null","13","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502291","Block Group 1, Census Tract 502.29, Gwinnett County, Georgia","1147","null","294","null","853","null","812","null","117","null","573","null","1","null","103","null","0","null","18","null","41","null","39","null","8","null","6","null","9","null","0","null","1","null","12","null","1","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","2","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502292","Block Group 2, Census Tract 502.29, Gwinnett County, Georgia","1262","null","599","null","663","null","647","null","133","null","416","null","0","null","93","null","1","null","4","null","16","null","16","null","6","null","2","null","2","null","0","null","0","null","0","null","6","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502301","Block Group 1, Census Tract 502.30, Gwinnett County, Georgia","1399","null","538","null","861","null","830","null","163","null","343","null","1","null","310","null","5","null","8","null","31","null","21","null","7","null","0","null","3","null","0","null","1","null","4","null","3","null","0","null","2","null","0","null","0","null","0","null","1","null","0","null","0","null","10","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","7","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502302","Block Group 2, Census Tract 502.30, Gwinnett County, Georgia","1247","null","255","null","992","null","968","null","229","null","237","null","0","null","493","null","2","null","7","null","24","null","21","null","3","null","2","null","11","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","3","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502311","Block Group 1, Census Tract 502.31, Gwinnett County, Georgia","1113","null","55","null","1058","null","1022","null","657","null","85","null","0","null","264","null","0","null","16","null","36","null","33","null","13","null","1","null","3","null","1","null","3","null","3","null","9","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502312","Block Group 2, Census Tract 502.31, Gwinnett County, Georgia","3020","null","312","null","2708","null","2619","null","693","null","553","null","6","null","1352","null","0","null","15","null","89","null","88","null","16","null","8","null","15","null","0","null","32","null","7","null","5","null","0","null","0","null","0","null","0","null","0","null","4","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502321","Block Group 1, Census Tract 502.32, Gwinnett County, Georgia","665","null","35","null","630","null","594","null","319","null","82","null","0","null","193","null","0","null","0","null","36","null","35","null","5","null","8","null","16","null","0","null","1","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","4","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502322","Block Group 2, Census Tract 502.32, Gwinnett County, Georgia","1362","null","104","null","1258","null","1220","null","344","null","132","null","0","null","739","null","0","null","5","null","38","null","37","null","2","null","8","null","17","null","0","null","1","null","0","null","0","null","0","null","5","null","0","null","0","null","0","null","2","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502331","Block Group 1, Census Tract 502.33, Gwinnett County, Georgia","2476","null","246","null","2230","null","2181","null","707","null","307","null","7","null","1152","null","0","null","8","null","49","null","48","null","3","null","7","null","14","null","2","null","3","null","2","null","4","null","0","null","5","null","0","null","0","null","1","null","4","null","3","null","0","null","1","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502341","Block Group 1, Census Tract 502.34, Gwinnett County, Georgia","1660","null","190","null","1470","null","1430","null","622","null","206","null","3","null","585","null","0","null","14","null","40","null","40","null","6","null","8","null","16","null","0","null","6","null","3","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502342","Block Group 2, Census Tract 502.34, Gwinnett County, Georgia","1326","null","100","null","1226","null","1180","null","894","null","113","null","1","null","170","null","0","null","2","null","46","null","46","null","11","null","17","null","0","null","0","null","13","null","1","null","0","null","1","null","0","null","2","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502351","Block Group 1, Census Tract 502.35, Gwinnett County, Georgia","2754","null","233","null","2521","null","2437","null","799","null","469","null","1","null","1152","null","0","null","16","null","84","null","81","null","11","null","11","null","21","null","0","null","18","null","3","null","12","null","0","null","5","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502352","Block Group 2, Census Tract 502.35, Gwinnett County, Georgia","728","null","67","null","661","null","637","null","304","null","122","null","0","null","211","null","0","null","0","null","24","null","20","null","0","null","2","null","7","null","0","null","4","null","0","null","3","null","0","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","4","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502353","Block Group 3, Census Tract 502.35, Gwinnett County, Georgia","1152","null","164","null","988","null","949","null","385","null","249","null","3","null","308","null","0","null","4","null","39","null","35","null","11","null","0","null","18","null","0","null","5","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","1","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502361","Block Group 1, Census Tract 502.36, Gwinnett County, Georgia","2176","null","227","null","1949","null","1896","null","387","null","524","null","6","null","970","null","0","null","9","null","53","null","49","null","12","null","0","null","11","null","2","null","2","null","4","null","3","null","1","null","5","null","4","null","0","null","0","null","1","null","4","null","0","null","3","null","3","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502371","Block Group 1, Census Tract 502.37, Gwinnett County, Georgia","1219","null","49","null","1170","null","1136","null","462","null","146","null","0","null","527","null","0","null","1","null","34","null","32","null","2","null","8","null","5","null","0","null","6","null","4","null","6","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502372","Block Group 2, Census Tract 502.37, Gwinnett County, Georgia","1755","null","106","null","1649","null","1598","null","1065","null","185","null","2","null","335","null","0","null","11","null","51","null","51","null","18","null","8","null","7","null","0","null","12","null","2","null","1","null","0","null","2","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502381","Block Group 1, Census Tract 502.38, Gwinnett County, Georgia","2124","null","174","null","1950","null","1904","null","513","null","630","null","1","null","746","null","1","null","13","null","46","null","46","null","8","null","2","null","14","null","1","null","12","null","4","null","3","null","0","null","0","null","0","null","0","null","1","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
"1500000US131350502382","Block Group 2, Census Tract 502.38, Gwinnett County, Georgia","1625","null","50","null","1575","null","1529","null","667","null","130","null","0","null","713","null","0","null","19","null","46","null","39","null","3","null","10","null","8","null","1","null","1","null","0","null","6","null","2","null","8","null","0","null","0","null","0","null","0","null","0","null","0","null","4","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","2","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","3","null","2","null","0","null","1","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null","0","null",
