demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,14484101.766259609,5464,2650.8238957283324,15395.239558573483,5464,2.8175767859761134,2901.98768655869
black,739971943.1510216,269787,2742.8005913962556,799557.9000587728,269787,2.9636635570237733,3043.5995396232165
hispanic,396591663.5357692,146659,2704.175424186509,422026.9414248097,146659,2.8776068391630223,2961.047811291955
native,549089731.2347783,188825,2907.9292002371417,596047.7515331495,188825,3.1566145983484684,3220.2998008651953
population,1956907092.9377196,709484,2758.211732664471,2105119.04411396,709484,2.9671127807166338,3046.858110276453
white,1770308562.5916326,642036,2757.3353559483153,1904576.1654932587,642036,2.966463197536055,3046.2447218974003
