demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,251215825.17832196,2520.9563895828637,607964.4007218229,99651,6.100936274817341,2912.1328560407924
black,527866862.6473091,2795.5348213812213,1530279.889668499,188825,8.104222903050438,3369.3660428415487
hispanic,386709435.3061401,2636.793073088867,1006833.6633471879,146659,6.865133836635923,3102.1695422611874
native,14146264.028538082,2588.9941487075553,36172.13629141592,5464,6.620083508677877,3043.6391164542765
population,1894343572.5496771,2670.0300113176295,5180928.348512345,709484,7.302389269542858,3201.599160426533
white,715005751.3085595,2650.260210123392,1986360.7000422329,269787,7.362699833728953,3214.8440294944758
