demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,18916477.347887892,5464,3462.0200124245775,21896.83344794101,5464,4.007473178612923,3888.902853156357
black,926989684.0036722,269787,3436.0057526999904,1072555.5098059939,269787,3.975564092435862,3866.5070933314732
hispanic,514079238.2781944,146659,3505.2689455007494,591490.9447239259,146659,4.033103626261776,3906.763111483956
native,682273814.5322452,188825,3613.259973691223,795127.8842237556,188825,4.2109248469416425,4027.6359576128766
population,2461218924.914502,709484,3469.026679832811,2832167.2771385806,709484,3.9918691290269837,3877.9733386817275
white,2224826290.1958213,642036,3465.2671971600057,2559712.4398486563,642036,3.986867465140049,3874.4609892866815
