demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,368011868.8334265,3693.007283754568,581738.42788218,99651,5.837758054431767,4396.022407840381
black,772851748.6322443,4092.95246197402,1324987.6837070622,188825,7.01701408027042,4854.451751722952
hispanic,565638237.3963311,3856.8259526952393,927337.03676243,146659,6.323083048175905,4595.000702397331
native,20879064.913414843,3821.205145207695,33167.20193307955,5464,6.070132125380591,4493.277850397578
population,2905456381.2224793,4095.1682930446345,5311761.555061457,709484,7.486795410553947,5015.91420404073
white,1175218248.0107923,4356.096654067069,2423787.1021598745,269787,8.984076705548727,5470.162526517783
