demographic,weighted_dist,demo_pop,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,13566147.644616585,5464,2482.8235074334893,14509.811745345332,5464,2.6555292359709615,2736.0470161306803
black,707837467.1458037,269787,2623.6900486154027,766339.0567097544,269787,2.8405336680779816,2924.720916475098
hispanic,371533529.9457058,146659,2533.3155820352367,397597.8755796504,146659,2.711036319487044,2794.001192261668
native,521855633.57485545,188825,2763.6998997741584,566428.3668773611,188825,2.9997530352302983,3077.50799712276
population,1862735429.7115378,709484,2625.4791224489036,2007428.337630423,709484,2.829420166811969,2913.7387198478414
white,1686522402.5145779,642036,2626.8346362424813,1817468.457541209,642036,2.8307890173467047,2915.093724652743
