demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,256990049.75736704,2578.9008615805865,601023.1497649931,99651,6.031280667178383,2969.323669768977
black,549089731.2347783,2907.9292002371417,1540815.5028306027,188825,8.1600185506718,3468.827537889019
hispanic,396591663.5357692,2704.175424186509,997447.7114256514,146659,6.801135364523496,3167.828672586845
native,14484101.766259609,2650.8238957283324,35644.95184725338,5464,6.5236002648706775,3098.9838305528683
population,1956907092.9377196,2758.211732664471,5162651.970868944,709484,7.2766291711567055,3279.4958863313723
white,739971943.1510216,2742.8005913962556,1974311.10438428,269787,7.318036467228888,3288.872222403903
