demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,325458004.5797525,3265.9783100997734,597450.5670076824,99651,5.995429719798922,3800.2747105867256
black,671766099.3748955,3557.612071361819,1359732.2778619186,188825,7.201018286042201,4189.055413809771
hispanic,511939279.68678683,3490.677556009429,1025277.0108467696,146659,6.990890506868106,4126.2171157625735
native,19045660.48699517,3485.66260742957,38244.04920742134,5464,6.999276941328942,4128.761041989615
population,2506806073.968831,3533.280629258491,5221067.188761538,709484,7.358963963615159,4235.093149175079
white,980168093.7984327,3633.1183259328013,2197415.6956195016,269787,8.145002152140398,4450.432485888533
