demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,355787155.66725457,3570.3320154063135,592800.1641461133,99651,5.948762823715902,4176.524732777461
black,750385611.9760169,3973.9738486747883,1364762.6686032596,188825,7.227658777191895,4632.620629150503
hispanic,551673168.1077282,3761.604593701909,956181.6138739273,146659,6.519760900278382,4391.195327033043
native,20476114.37704701,3747.458707365851,35571.09747961331,5464,6.510083726137135,4387.716294646444
population,2768167906.8958955,3901.6636131271393,5091520.044836262,709484,7.176370495791677,4615.941051122091
white,1088749334.234153,4035.5885725930198,2130555.9694285807,269787,7.897178030922841,4840.114538566904
