demographic,weighted_dist,avg_dist,demo_res_obj_summand,demo_pop,avg_KP_weight,y_EDE
asian,256069301.4422095,2569.6611317719794,663344.6780798299,99651,6.6566785890741675,2977.6722457419523
black,489379037.9094746,2591.70680741149,1297430.065548219,188825,6.871071444714519,3027.46619375303
hispanic,361281073.268162,2463.4088141072966,913535.6254847822,146659,6.228977597588843,2873.3567706381486
native,13641058.947504967,2496.533482339855,34652.457309218335,5464,6.341957779871584,2901.5926832076884
population,1857760596.3584685,2618.4672189344205,4969249.267577706,709484,7.004032885276773,3057.5725506843805
white,736540644.2331526,2730.0820433644044,2050887.8573846945,269787,7.601877990357929,3186.236893253766
