id_dest,dest_lat,dest_lon,demographic,weighted_dist,demo_pop,avg_dist
131350501212,34.1193852,-84.0577616,population,73729394.7716676,27818,2650.42040303644
131350502352,34.0175516,-84.1337653,population,42574884.6735759,19592,2173.07496292241
131350503181,33.9528168,-84.2456762,population,67592009.638817,30775,2196.32850166749
131350504273,33.8909298,-84.1071266,population,49857472.8547891,22502,2215.69073214777
131350504383,33.9137873,-84.1760276,population,79297984.0904797,36883,2149.98736790607
131350505532,33.9915945,-84.0381194,population,79417258.1757838,35875,2213.72148225181
131350505593,33.9311187,-84.0550447,population,70167386.9444885,33641,2085.76995168064
131350505772,33.939618,-84.1140523,population,71198078.9952154,37873,1879.9165367205
131350505793,34.0324132,-83.9823311,population,91767193.9003106,33569,2733.68863833628
131350505863,33.9445541,-83.9341013,population,61551716.0391399,25872,2379.08611777752
131350506162,34.0932992,-83.8739185,population,45582992.3455119,16076,2835.46854600099
131350506261,33.927915,-83.8481456,population,22853210.5586674,8113,2816.86312814833
131350507153,33.8836567,-84.0514625,population,61428104.4421048,26015,2361.25713788602
131350507444,33.8822106,-83.9118306,population,50239306.2617571,17812,2820.53145417455
131350507491,33.8219273,-84.0573142,population,83369015.9871405,32448,2569.31139013623
131350507521,33.8476683,-83.9680775,population,77678771.953493,28636,2712.62648252176
Bogan Park Community Recreation Center,34.10593,-83.9682,population,66895034.1023935,24197,2764.60032658567
Dacula Park Activity Building,33.9961,-83.89283,population,37683882.5808997,14667,2569.29723739686
Gas South-Hudgens Center for Arts,33.99165,-84.09391,population,40483940.3327281,19736,2051.27383120836
George Pierce Park Community Recreation Center,34.05925,-84.05714,population,86610555.2070738,30418,2847.34549303287
Gwinnett County Fairgrounds,33.91845,-83.988,population,64319144.8270344,27979,2298.83644258317
Gwinnett County fire station - Potential 27,34.0464791282894,-83.9150003314026,population,60756155.4090674,26140,2324.25996209133
Lenora Park Gym,33.78823,-84.00129,population,46189828.8895143,17142,2694.54141229228
Lucky Shoals Park Community Recreation Center,33.88058,-84.19716,population,64517557.5545122,30604,2108.14133951484
Mountain Park Activity Building,33.84508,-84.13328,population,42313213.9669226,18169,2328.86862055824
Pinckneyville Park Community Recreation Center,33.97062,-84.18529,population,53901165.7915946,22011,2448.82857623891
Rhodes Jordan Park Community Recreation Center,33.95615,-83.98751,population,44014232.1283802,19806,2222.26760215996
Shorty Howell Park Activity Building,33.97391,-84.14712,population,48188771.3040229,25115,1918.72471845602
