id_dest,dest_lat,dest_lon,demographic,weighted_dist,demo_pop,avg_dist
131350501212,34.1193852,-84.0577616,population,73729394.7716676,27818,2650.42040303644
131350503181,33.9528168,-84.2456762,population,72240084.2090001,31888,2265.43164227923
131350504471,33.9067382,-84.167305,population,83456358.6983614,38456,2170.17783176517
131350505281,34.0240367,-84.0010408,population,98602279.0540519,36936,2669.54405062952
131350505742,33.9726362,-84.0288799,population,102549479.677017,40607,2525.4138369497
131350505761,33.9371631,-84.10126,population,118169081.893071,51815,2280.59600295418
131350505861,33.943495,-83.948777,population,73674669.785725,30913,2383.29084157879
131350506132,34.0427644,-83.9311623,population,74289869.8995748,29883,2486.02449217196
131350506162,34.0932992,-83.8739185,population,50649952.8028121,17350,2919.30563704969
131350506252,33.9136192,-83.8657073,population,61576601.0679193,16728,3681.04980080819
131350507522,33.856398,-83.9590106,population,114832129.881857,36699,3129.02612828299
131350507612,33.8997516,-84.0577654,population,113294585.566162,41217,2748.73439518068
Bogan Park Community Recreation Center,34.10593,-83.9682,population,70124109.1706703,24873,2819.28634144133
Dacula Park Activity Building,33.9961,-83.89283,population,51369360.5096849,17914,2867.55389693452
Gas South-Hudgens Center for Arts,33.99165,-84.09391,population,88158886.7006305,32065,2749.38053019275
George Pierce Park Community Recreation Center,34.05925,-84.05714,population,92929819.2802479,31603,2940.53790084005
Gwinnett County Fairgrounds,33.91845,-83.988,population,79467855.4939102,32367,2455.21226848056
Gwinnett County Public Library - Centerville Branch,33.8266592544959,-84.0524351205992,population,100736602.783794,37047,2719.15682197732
Lenora Park Gym,33.78823,-84.00129,population,52902244.0769496,18664,2834.45371179541
Lucky Shoals Park Community Recreation Center,33.88058,-84.19716,population,60650288.8032592,29302,2069.83444144629
Mountain Park Activity Building,33.84508,-84.13328,population,71033687.0512179,25590,2775.83771204447
Pinckneyville Park Community Recreation Center,33.97062,-84.18529,population,68966673.9728612,25747,2678.62950918014
Shorty Howell Park Activity Building,33.97391,-84.14712,population,84356581.2080239,34002,2480.92998082536
