id_dest,dest_lat,dest_lon,demographic,weighted_dist,demo_pop,avg_dist
131350505543,33.9309853,-84.0932184,population,254342429.376664,81996,3101.88825524006
131350505722,34.0147717,-83.9941712,population,144268620.344542,46736,3086.88420798832
131350506173,34.0749013,-83.8927159,population,119086361.811596,33385,3567.06190838987
131350507193,33.8508361,-84.0328763,population,191030521.290795,54656,3495.14273438954
131350507444,33.8822106,-83.9118306,population,155883687.59065,37330,4175.82875946022
Bogan Park Community Recreation Center,34.10593,-83.9682,population,132759405.123457,35132,3778.87410689562
Dacula Park Activity Building,33.9961,-83.89283,population,122466237.62268,30866,3967.67438679064
Gas South-Hudgens Center for Arts,33.99165,-84.09391,population,174060472.270415,52050,3344.10129241911
George Pierce Park Community Recreation Center,34.05925,-84.05714,population,221723982.921124,53345,4156.41546388834
Gwinnett County Fairgrounds,33.91845,-83.988,population,118130674.98198,40706,2902.04576676609
Lenora Park Gym,33.78823,-84.00129,population,102057618.938203,27501,3711.05119589117
Lucky Shoals Park Community Recreation Center,33.88058,-84.19716,population,196676184.377982,60748,3237.57464242414
Mountain Park Activity Building,33.84508,-84.13328,population,105836712.316431,32090,3298.12129374979
Pinckneyville Park Community Recreation Center,33.97062,-84.18529,population,344060811.743022,83023,4144.16260244778
Rhodes Jordan Park Community Recreation Center,33.95615,-83.98751,population,124422353.259291,39920,3116.79241631491
