id_dest,dest_lat,dest_lon,demographic,weighted_dist,demo_pop,avg_dist
131350501212,34.1193852,-84.0577616,population,73729394.7716676,27818,2650.42040303644
131350503181,33.9528168,-84.2456762,population,74377743.3847864,32349,2299.22851973126
131350505393,33.944319,-84.0853766,population,100228637.764317,45535,2201.13402359322
131350505491,33.9864867,-84.0199835,population,120259146.711706,45259,2657.1322104268
131350505792,34.0304129,-83.9674196,population,111267284.625544,37709,2950.68245314233
131350505861,33.943495,-83.948777,population,73753309.426701,30934,2384.21508458981
131350506173,34.0749013,-83.8927159,population,95533952.579758,28782,3319.22564727114
131350506252,33.9136192,-83.8657073,population,61576601.0679193,16728,3681.04980080819
131350507522,33.856398,-83.9590106,population,114832129.881857,36699,3129.02612828299
131350507612,33.8997516,-84.0577654,population,109997265.367444,40522,2714.50731374178
Bogan Park Community Recreation Center,34.10593,-83.9682,population,73652877.8416256,25712,2864.53320790392
Dacula Park Activity Building,33.9961,-83.89283,population,56584579.9400707,19419,2913.87712755913
Gas South-Hudgens Center for Arts,33.99165,-84.09391,population,85947156.2499086,31382,2738.74055987218
George Pierce Park Community Recreation Center,34.05925,-84.05714,population,100357714.098136,33438,3001.30731796566
Gwinnett County Fairgrounds,33.91845,-83.988,population,83145178.5659526,33266,2499.40415336838
Gwinnett County Public Library - Centerville Branch,33.8266592544959,-84.0524351205992,population,100736602.783794,37047,2719.15682197732
Lenora Park Gym,33.78823,-84.00129,population,52902244.0769496,18664,2834.45371179541
Lilburn Activity Building,33.9137532173731,-84.1451431542789,population,106616991.549197,43294,2462.62742064021
Lucky Shoals Park Community Recreation Center,33.88058,-84.19716,population,90439276.0791008,38505,2348.76707126609
Mountain Park Activity Building,33.84508,-84.13328,population,67648638.7552877,24831,2724.36223894679
Pinckneyville Park Community Recreation Center,33.97062,-84.18529,population,78337376.7064518,27965,2801.26503509572
Shorty Howell Park Activity Building,33.97391,-84.14712,population,82870914.280098,33626,2464.48921311182
