id_dest,dest_lat,dest_lon,demographic,weighted_dist,demo_pop,avg_dist
131350501212,34.1193852,-84.0577616,population,64278926.7433116,25586,2512.26947327881
131350502342,34.0120367,-84.1423788,population,35989204.1402781,18280,1968.77484356007
131350502402,34.0649126,-84.0222327,population,60351413.9809272,24610,2452.31263636437
131350502433,34.0616132,-84.0860704,population,47418919.9248422,21148,2242.24134314555
131350503352,33.9652964,-84.2440519,population,52299365.080857,25755,2030.6490033336
131350504272,33.8807683,-84.0896347,population,48360211.0475274,22317,2166.96738125767
131350504352,33.9067725,-84.1487844,population,57082314.0800628,29872,1910.89696304442
131350505532,33.9915945,-84.0381194,population,78888267.4353797,35694,2210.12684023589
131350505682,33.9245014,-84.0483998,population,62076786.2418399,30435,2039.65126472285
131350505761,33.9371631,-84.10126,population,86376998.2352385,42664,2024.58743285296
131350505791,34.0199946,-83.9725486,population,69790457.1021378,27944,2497.51134777189
131350505863,33.9445541,-83.9341013,population,61551716.0391399,25872,2379.08611777752
131350506162,34.0932992,-83.8739185,population,45582992.3455119,16076,2835.46854600099
131350506261,33.927915,-83.8481456,population,22853210.5586674,8113,2816.86312814833
131350507444,33.8822106,-83.9118306,population,50239306.2617571,17812,2820.53145417455
131350507491,33.8219273,-84.0573142,population,73075675.9206983,29732,2457.81232075536
131350507521,33.8476683,-83.9680775,population,68576791.5504913,26275,2609.96352237835
131350507624,33.8730522,-84.0283527,population,44521282.6265101,20178,2206.42693163396
Atlantic Communication Services Inc,33.9242714313152,-84.2069103278592,population,65212443.2143393,28452,2292.01613996694
Bogan Park Community Recreation Center,34.10593,-83.9682,population,59211917.0056441,22505,2631.05607667825
Dacula Park Activity Building,33.9961,-83.89283,population,33867856.6345084,13767,2460.07529850428
Gas South-Hudgens Center for Arts,33.99165,-84.09391,population,43377396.870807,20681,2097.45161601504
Gwinnett County Fairgrounds,33.91845,-83.988,population,58517324.0530852,26449,2212.45884733204
Gwinnett County fire station - Potential 27,34.0464791282894,-83.9150003314026,population,54201351.3150753,24253,2234.83079681175
Lenora Park Gym,33.78823,-84.00129,population,46189828.8895143,17142,2694.54141229228
Lucky Shoals Park Community Recreation Center,33.88058,-84.19716,population,50950357.5844044,27335,1863.92381870878
Mountain Park Activity Building,33.84508,-84.13328,population,40700840.3278405,17758,2291.97208738825
Pinckneyville Park Community Recreation Center,33.97062,-84.18529,population,40675633.5277015,18405,2210.03170484659
Rhodes Jordan Park Community Recreation Center,33.95615,-83.98751,population,42882754.5079256,19512,2197.76314616265
Shorty Howell Park Activity Building,33.97391,-84.14712,population,48665582.5421832,24862,1957.4283059361
