id_dest,dest_lat,dest_lon,demographic,weighted_dist,demo_pop,avg_dist
131350501212,34.1193852,-84.0577616,population,73729394.7716676,27818,2650.42040303644
131350503111,33.9513906,-84.2196937,population,177845276.474107,55156,3224.40489654991
131350505542,33.9239191,-84.0888064,population,251692068.034811,79515,3165.34072860229
131350505722,34.0147717,-83.9941712,population,144268620.344542,46736,3086.88420798832
131350506173,34.0749013,-83.8927159,population,119086361.811596,33385,3567.06190838987
131350507193,33.8508361,-84.0328763,population,183801568.827775,53295,3448.75821048458
131350507444,33.8822106,-83.9118306,population,155883687.59065,37330,4175.82875946022
Bogan Park Community Recreation Center,34.10593,-83.9682,population,81108068.505829,27176,2984.54770775055
Dacula Park Activity Building,33.9961,-83.89283,population,122466237.62268,30866,3967.67438679064
Gas South-Hudgens Center for Arts,33.99165,-84.09391,population,138788961.165727,43847,3165.30118744103
George Pierce Park Community Recreation Center,34.05925,-84.05714,population,100751434.003981,33483,3009.03246435447
Gwinnett County Fairgrounds,33.91845,-83.988,population,113799340.156588,39826,2857.41325155899
Lenora Park Gym,33.78823,-84.00129,population,102057618.938203,27501,3711.05119589117
Lucky Shoals Park Community Recreation Center,33.88058,-84.19716,population,155405663.485703,53616,2898.49417124931
Mountain Park Activity Building,33.84508,-84.13328,population,100976400.011941,31148,3241.82612084055
Rhodes Jordan Park Community Recreation Center,33.95615,-83.98751,population,124712626.295405,39975,3119.76551082939
Shorty Howell Park Activity Building,33.97391,-84.14712,population,138045215.660846,48811,2828.15790827571
