id_dest,dest_lat,dest_lon,demographic,weighted_dist,demo_pop,avg_dist
131350501111,34.1183194,-84.0208828,population,24502703.1775203,11769,2081.96985109358
131350501191,34.0956845,-84.0675305,population,26682169.5198893,14387,1854.60273301517
131350501211,34.1314729,-84.0582974,population,16358376.6031148,9866,1658.05560542416
131350502191,33.9999613,-84.1580008,population,28798043.0434584,17851,1613.24536683986
131350502232,34.0473401,-84.0886592,population,30206759.8361449,16559,1824.1898566426
131350502253,34.0448462,-84.0021067,population,21680156.6814753,13926,1556.81148078955
131350502302,33.9577176,-84.1523612,population,30138825.7003071,21408,1407.83004952855
131350502353,34.0197293,-84.1259218,population,15049207.5821243,11028,1364.63616087453
131350502381,33.9911537,-84.0953942,population,23222273.421934,13776,1685.705097411
131350502393,34.069854,-84.031162,population,24184830.791625,14170,1706.76293518878
131350503061,33.9231564,-84.2387666,population,8799732.54603583,6673,1318.70711015073
131350503082,33.9832413,-84.2188341,population,22353304.3008518,13243,1687.93357251769
131350503182,33.9577882,-84.2505974,population,24893462.6487874,18964,1312.66940776141
131350503272,33.939309,-84.2011488,population,26077069.6386263,17374,1500.92492452091
131350504153,33.8145439,-84.0871039,population,19527012.580936,10799,1808.22414861895
131350504411,33.9105127,-84.1085994,population,23737313.6794058,15135,1568.37222856992
131350504431,33.8776441,-84.1775168,population,19626238.656109,14671,1337.75738914246
131350504451,33.8937042,-84.2074442,population,23641842.2751719,20458,1155.62822735223
131350504472,33.908381,-84.1620138,population,33354330.9322287,22712,1468.57744506114
131350504572,33.8629357,-84.0899214,population,25279407.616948,14438,1750.89400311317
131350504661,33.8524371,-84.1322258,population,24856204.0662434,13523,1838.06877662082
131350505263,33.9389106,-84.1255153,population,28560685.2476733,20773,1374.89458661115
131350505393,33.944319,-84.0853766,population,31241807.8515274,22544,1385.81475565682
131350505493,34.0077149,-84.032167,population,29495234.5682532,17695,1666.86829998606
131350505591,33.9364378,-84.0421109,population,28730264.224233,18104,1586.95670703894
131350505601,33.9812482,-84.0593576,population,24026724.5235748,15780,1522.60611682983
131350505641,33.9725435,-84.0143788,population,24005198.7899847,15834,1516.05398446285
131350505702,33.9554887,-83.9545365,population,35679229.172834,21231,1680.5251364907
131350505781,34.001455,-83.9764136,population,23631580.6107397,13828,1708.965910525
131350505871,33.9352366,-83.9099287,population,13037036.471737,8949,1456.81489236082
131350505893,33.9228421,-84.0051477,population,38675047.1382896,20929,1847.91662947535
131350506131,34.0328222,-83.940489,population,23116761.3668271,13826,1671.97753267953
131350506174,34.0861957,-83.8585731,population,24973729.1840861,10641,2346.93442196092
131350506201,34.0460743,-83.9027813,population,24563995.2042548,13490,1820.90401810636
131350506232,33.9667934,-83.8742675,population,11390998.241671,6754,1686.55585455597
131350506263,33.9319955,-83.8245887,population,6894989.11345534,4119,1673.94734485442
131350506273,34.0074434,-83.9078172,population,22249104.9667508,11777,1889.19970847846
131350506312,34.107641,-83.9621309,population,17589229.9712182,10026,1754.3616568141
131350506343,34.0761757,-83.958025,population,16598088.1903867,11062,1500.4599702031
131350506361,34.0883491,-83.9173843,population,11320859.5742297,7810,1449.53387634184
131350507222,33.8265958,-84.0230933,population,22150446.8524074,12969,1707.95333891645
131350507291,33.8305053,-84.0578654,population,21378498.26431,13608,1571.02426986405
131350507384,33.7826224,-84.0316346,population,30008313.5907192,15442,1943.29190459262
131350507412,33.9119716,-83.9461764,population,25124100.8644096,13213,1901.46831638611
131350507443,33.8855684,-83.8826364,population,16673722.6959428,8557,1948.54770316031
131350507472,33.8628516,-83.931562,population,21944068.0381509,11767,1864.88213122724
131350507512,33.8259623,-83.9695837,population,17568678.7758101,10323,1701.89661685654
131350507551,33.8628342,-83.9819356,population,30341103.9990968,16032,1892.53393207939
131350507611,33.9047811,-84.0607756,population,24185946.8997792,15407,1569.80248586871
131350507623,33.8816038,-84.0373112,population,25075501.7298871,14264,1757.95721606051
